Protein,Protein ID,Control,Treatment,Difference
sp|P49757-2|NUMB_HUMAN,P49757-2,0,4,4
sp|P51649-2|SSDH_HUMAN,P51649-2,0,4,4
sp|P55263-2|ADK_HUMAN,P55263-2,0,4,4
sp|P56378-2|68MP_HUMAN,P56378-2,0,4,4
sp|P60604-2|UB2G2_HUMAN,P60604-2,0,4,4
sp|P61916-2|NPC2_HUMAN,P61916-2,0,4,4
sp|P61956-2|SUMO2_HUMAN,P61956-2,0,4,4
sp|P80217-2|IN35_HUMAN,P80217-2,0,4,4
sp|Q02252-2|MMSA_HUMAN,Q02252-2,0,4,4
sp|Q07817-2|B2CL1_HUMAN,Q07817-2,0,4,4
sp|Q07973-2|CP24A_HUMAN,Q07973-2,0,4,4
sp|Q12974|TP4A2_HUMAN,Q12974,0,4,4
sp|Q13247-3|SRSF6_HUMAN,Q13247-3,0,4,4
sp|Q13363-2|CTBP1_HUMAN,Q13363-2,0,4,4
sp|Q13564-2|ULA1_HUMAN,Q13564-2,0,4,4
sp|Q14257-2|RCN2_HUMAN,Q14257-2,0,4,4
sp|Q14694-2|UBP10_HUMAN,Q14694-2,0,4,4
sp|Q14978-2|NOLC1_HUMAN,Q14978-2,0,4,4
sp|Q16537-2|2A5E_HUMAN,Q16537-2,0,4,4
sp|Q17RN3-2|FA98C_HUMAN,Q17RN3-2,0,4,4
sp|Q2TAY7|SMU1_HUMAN,Q2TAY7,0,4,4
sp|Q4VC31|CCD58_HUMAN,Q4VC31,0,4,4
sp|Q5H9R7-2|PP6R3_HUMAN,Q5H9R7-2,0,4,4
sp|Q5T1M5-2|FKB15_HUMAN,Q5T1M5-2,0,4,4
sp|Q641Q2-2|WAC2A_HUMAN,Q641Q2-2,0,4,4
sp|Q6NUK1-2|SCMC1_HUMAN,Q6NUK1-2,0,4,4
sp|Q6P587-2|FAHD1_HUMAN,Q6P587-2,0,4,4
sp|Q6PJT7-10|ZC3HE_HUMAN,Q6PJT7-10,0,4,4
sp|Q7Z3B4-3|NUP54_HUMAN,Q7Z3B4-3,0,4,4
sp|Q7Z478|DHX29_HUMAN,Q7Z478,0,4,4
sp|Q7Z4V5-2|HDGR2_HUMAN,Q7Z4V5-2,0,4,4
sp|Q7Z5L9-2|I2BP2_HUMAN,Q7Z5L9-2,0,4,4
sp|Q86TB9-2|PATL1_HUMAN,Q86TB9-2,0,4,4
sp|Q86V48-2|LUZP1_HUMAN,Q86V48-2,0,4,4
sp|Q8IUD2-2|RB6I2_HUMAN,Q8IUD2-2,0,4,4
sp|Q8IYB5-2|SMAP1_HUMAN,Q8IYB5-2,0,4,4
sp|Q8NCA5-2|FA98A_HUMAN,Q8NCA5-2,0,4,4
sp|Q8NE71-2|ABCF1_HUMAN,Q8NE71-2,0,4,4
sp|Q8NE86-3|MCU_HUMAN,Q8NE86-3,0,4,4
sp|Q8TC12|RDH11_HUMAN,Q8TC12,0,4,4
sp|Q8WVV4-1|POF1B_HUMAN,Q8WVV4-1,0,4,4
sp|Q92769-3|HDAC2_HUMAN,Q92769-3,0,4,4
sp|Q969T9-2|WBP2_HUMAN,Q969T9-2,0,4,4
sp|Q969X5-2|ERGI1_HUMAN,Q969X5-2,0,4,4
sp|Q96AC1-3|FERM2_HUMAN,Q96AC1-3,0,4,4
sp|Q96DI7-2|SNR40_HUMAN,Q96DI7-2,0,4,4
sp|Q96K17-2|BT3L4_HUMAN,Q96K17-2,0,4,4
sp|Q96M27-2|PRRC1_HUMAN,Q96M27-2,0,4,4
sp|Q96PZ0-2|PUS7_HUMAN,Q96PZ0-2,0,4,4
sp|Q99700-2|ATX2_HUMAN,Q99700-2,0,4,4
sp|Q9BQG0-2|MBB1A_HUMAN,Q9BQG0-2,0,4,4
sp|Q9BRX5-3|PSF3_HUMAN,Q9BRX5-3,0,4,4
sp|Q9BV38|WDR18_HUMAN,Q9BV38,0,4,4
sp|Q9BXS5-2|AP1M1_HUMAN,Q9BXS5-2,0,4,4
sp|Q9H0B6-2|KLC2_HUMAN,Q9H0B6-2,0,4,4
sp|Q9H0U6|RM18_HUMAN,Q9H0U6,0,4,4
sp|Q9H2U1-2|DHX36_HUMAN,Q9H2U1-2,0,4,4
sp|Q9H7E9-2|CH033_HUMAN,Q9H7E9-2,0,4,4
sp|Q9H9T3-2|ELP3_HUMAN,Q9H9T3-2,0,4,4
sp|Q9NPH2-2|INO1_HUMAN,Q9NPH2-2,0,4,4
sp|Q9NPQ8-2|RIC8A_HUMAN,Q9NPQ8-2,0,4,4
sp|Q9NR12-2|PDLI7_HUMAN,Q9NR12-2,0,4,4
sp|Q9NTX5-2|ECHD1_HUMAN,Q9NTX5-2,0,4,4
sp|Q9NVP1|DDX18_HUMAN,Q9NVP1,0,4,4
sp|Q9NW64-2|RBM22_HUMAN,Q9NW64-2,0,4,4
sp|Q9P0V9-2|SEP10_HUMAN,Q9P0V9-2,0,4,4
sp|Q9P2R7-2|SUCB1_HUMAN,Q9P2R7-2,0,4,4
sp|Q9UBC2-2|EP15R_HUMAN,Q9UBC2-2,0,4,4
sp|Q9UBF2|COPG2_HUMAN,Q9UBF2,0,4,4
sp|Q9UHN6-2|CEIP2_HUMAN,Q9UHN6-2,0,4,4
sp|Q9UJX3-2|APC7_HUMAN,Q9UJX3-2,0,4,4
sp|Q9UQE7|SMC3_HUMAN,Q9UQE7,0,4,4
sp|Q9Y2H0-1|DLGP4_HUMAN,Q9Y2H0-1,0,4,4
sp|Q9Y2Z0-2|SGT1_HUMAN,Q9Y2Z0-2,0,4,4
sp|Q9Y316-3|MEMO1_HUMAN,Q9Y316-3,0,4,4
sp|Q9Y5U2-2|TSSC4_HUMAN,Q9Y5U2-2,0,4,4
tr|A0A1W2PRB8|A0A1W2PRB8_HUMAN,A0A1W2PRB8,0,4,4
tr|B4DL54|B4DL54_HUMAN,B4DL54,0,4,4
tr|Q5JPT2|Q5JPT2_HUMAN,Q5JPT2,0,4,4
sp|O60656-2|UD19_HUMAN,O60656-2,0,4,4
sp|P04899-2|GNAI2_HUMAN,P04899-2,0,4,4
sp|O14980|XPO1_HUMAN,O14980,11,14,3
sp|O15511|ARPC5_HUMAN,O15511,8,11,3
sp|O43242|PSMD3_HUMAN,O43242,13,16,3
sp|O43765|SGTA_HUMAN,O43765,5,8,3
sp|O43837|IDH3B_HUMAN,O43837,7,10,3
sp|O60739|EIF1B_HUMAN,O60739,3,6,3
sp|O76071|CIAO1_HUMAN,O76071,4,7,3
sp|O94826|TOM70_HUMAN,O94826,22,25,3
sp|O94874|UFL1_HUMAN,O94874,4,7,3
sp|O94905|ERLN2_HUMAN,O94905,2,5,3
sp|O95139|NDUB6_HUMAN,O95139,2,5,3
sp|O95232|LC7L3_HUMAN,O95232,3,6,3
sp|O95302|FKBP9_HUMAN,O95302,3,6,3
sp|O96013|PAK4_HUMAN,O96013,2,5,3
sp|P04350|TBB4A_HUMAN,P04350,3,6,3
sp|P09429|HMGB1_HUMAN,P09429,39,42,3
sp|P10515|ODP2_HUMAN,P10515,5,8,3
sp|P15924|DESP_HUMAN,P15924,2,5,3
sp|P15954|COX7C_HUMAN,P15954,2,5,3
sp|P17655|CAN2_HUMAN,P17655,9,12,3
sp|P21283|VATC1_HUMAN,P21283,7,10,3
sp|P22087|FBRL_HUMAN,P22087,11,14,3
sp|P24534|EF1B_HUMAN,P24534,12,15,3
sp|P25789|PSA4_HUMAN,P25789,10,13,3
sp|P27694|RFA1_HUMAN,P27694,3,6,3
sp|P30040|ERP29_HUMAN,P30040,14,17,3
sp|P31948|STIP1_HUMAN,P31948,86,89,3
sp|P35754|GLRX1_HUMAN,P35754,6,9,3
sp|P36507|MP2K2_HUMAN,P36507,3,6,3
sp|P42765|THIM_HUMAN,P42765,20,23,3
sp|P43034|LIS1_HUMAN,P43034,9,12,3
sp|P46782|RS5_HUMAN,P46782,18,21,3
sp|P48147|PPCE_HUMAN,P48147,5,8,3
sp|P49005|DPOD2_HUMAN,P49005,4,7,3
sp|P49720|PSB3_HUMAN,P49720,3,6,3
sp|P49755|TMEDA_HUMAN,P49755,7,10,3
sp|P49840|GSK3A_HUMAN,P49840,3,6,3
sp|P50454|SERPH_HUMAN,P50454,19,22,3
sp|P53999|TCP4_HUMAN,P53999,10,13,3
sp|P60953|CDC42_HUMAN,P60953,7,10,3
sp|P61313|RL15_HUMAN,P61313,12,15,3
sp|P61769|B2MG_HUMAN,P61769,2,5,3
sp|P62191|PRS4_HUMAN,P62191,13,16,3
sp|P62249|RS16_HUMAN,P62249,17,20,3
sp|P62750|RL23A_HUMAN,P62750,11,14,3
sp|P62906|RL10A_HUMAN,P62906,13,16,3
sp|P62917|RL8_HUMAN,P62917,16,19,3
sp|P78371|TCPB_HUMAN,P78371,48,51,3
sp|P84095|RHOG_HUMAN,P84095,4,7,3
sp|Q01105|SET_HUMAN,Q01105,15,18,3
sp|Q08380|LG3BP_HUMAN,Q08380,6,9,3
sp|Q12849|GRSF1_HUMAN,Q12849,4,7,3
sp|Q13185|CBX3_HUMAN,Q13185,12,15,3
sp|Q13283|G3BP1_HUMAN,Q13283,25,28,3
sp|Q14353|GAMT_HUMAN,Q14353,2,5,3
sp|Q16186|ADRM1_HUMAN,Q16186,4,7,3
sp|Q16204|CCDC6_HUMAN,Q16204,8,11,3
sp|Q16719|KYNU_HUMAN,Q16719,16,19,3
sp|Q5TFE4|NT5D1_HUMAN,Q5TFE4,2,5,3
sp|Q5VW32|BROX_HUMAN,Q5VW32,5,8,3
sp|Q8IWX8|CHERP_HUMAN,Q8IWX8,7,10,3
sp|Q8N1G4|LRC47_HUMAN,Q8N1G4,7,10,3
sp|Q8N5M4|TTC9C_HUMAN,Q8N5M4,2,5,3
sp|Q8WZ82|OVCA2_HUMAN,Q8WZ82,2,5,3
sp|Q92747|ARC1A_HUMAN,Q92747,2,5,3
sp|Q96IZ0|PAWR_HUMAN,Q96IZ0,7,10,3
sp|Q99417|MYCBP_HUMAN,Q99417,4,7,3
sp|Q99623|PHB2_HUMAN,Q99623,19,22,3
sp|Q9BPW8|NIPS1_HUMAN,Q9BPW8,9,12,3
sp|Q9BYJ9|YTHD1_HUMAN,Q9BYJ9,2,5,3
sp|Q9BYN8|RT26_HUMAN,Q9BYN8,2,5,3
sp|Q9GZZ1|NAA50_HUMAN,Q9GZZ1,7,10,3
sp|Q9H3K6|BOLA2_HUMAN,Q9H3K6,4,7,3
sp|Q9H832|UBE2Z_HUMAN,Q9H832,6,9,3
sp|Q9NQG5|RPR1B_HUMAN,Q9NQG5,5,8,3
sp|Q9UHD1|CHRD1_HUMAN,Q9UHD1,19,22,3
sp|Q9UNS2|CSN3_HUMAN,Q9UNS2,9,12,3
sp|Q9Y2R0|COA3_HUMAN,Q9Y2R0,4,7,3
sp|Q9Y2R9|RT07_HUMAN,Q9Y2R9,9,12,3
sp|Q9Y5K6|CD2AP_HUMAN,Q9Y5K6,8,11,3
sp|Q9Y5M8|SRPRB_HUMAN,Q9Y5M8,6,9,3
sp|Q9Y5X3|SNX5_HUMAN,Q9Y5X3,7,10,3
sp|Q9Y678|COPG1_HUMAN,Q9Y678,10,13,3
sp|A0AVT1|UBA6_HUMAN,A0AVT1,2,5,3
sp|Q05048|CSTF1_HUMAN,Q05048,1,4,3
sp|Q9Y295|DRG1_HUMAN,Q9Y295,1,4,3
sp|Q9Y333|LSM2_HUMAN,Q9Y333,1,4,3
sp|Q6GMV3|PTRD1_HUMAN,Q6GMV3,1,4,3
sp|P16401|H15_HUMAN,P16401,1,4,3
sp|P09234|RU1C_HUMAN,P09234,1,4,3
sp|Q8TAE8|G45IP_HUMAN,Q8TAE8,1,4,3
sp|Q96P70|IPO9_HUMAN,Q96P70,1,4,3
sp|Q9BQ67|GRWD1_HUMAN,Q9BQ67,1,4,3
sp|Q9BQA1|MEP50_HUMAN,Q9BQA1,1,4,3
sp|O00422-2|SAP18_HUMAN,O00422-2,0,3,3
sp|O00468-2|AGRIN_HUMAN,O00468-2,0,3,3
sp|O00567|NOP56_HUMAN,O00567,0,3,3
sp|O14578-4|CTRO_HUMAN,O14578-4,0,3,3
sp|O15260-2|SURF4_HUMAN,O15260-2,0,3,3
sp|O15439-2|MRP4_HUMAN,O15439-2,0,3,3
sp|O15460-2|P4HA2_HUMAN,O15460-2,0,3,3
sp|O43172-2|PRP4_HUMAN,O43172-2,0,3,3
sp|O43264-2|ZW10_HUMAN,O43264-2,0,3,3
sp|O43663-3|PRC1_HUMAN,O43663-3,0,3,3
sp|O60462-2|NRP2_HUMAN,O60462-2,0,3,3
sp|O60832-2|DKC1_HUMAN,O60832-2,0,3,3
sp|O60934|NBN_HUMAN,O60934,0,3,3
sp|O75179-2|ANR17_HUMAN,O75179-2,0,3,3
sp|O75223-3|GGCT_HUMAN,O75223-3,0,3,3
sp|O75352-2|MPU1_HUMAN,O75352-2,0,3,3
sp|O75438-2|NDUB1_HUMAN,O75438-2,0,3,3
sp|O75494-2|SRS10_HUMAN,O75494-2,0,3,3
sp|O75674-2|TM1L1_HUMAN,O75674-2,0,3,3
sp|O75694-2|NU155_HUMAN,O75694-2,0,3,3
sp|O75695|XRP2_HUMAN,O75695,0,3,3
sp|O75935-2|DCTN3_HUMAN,O75935-2,0,3,3
sp|O94842-2|TOX4_HUMAN,O94842-2,0,3,3
sp|O95208-2|EPN2_HUMAN,O95208-2,0,3,3
sp|O95359-3|TACC2_HUMAN,O95359-3,0,3,3
sp|O95394-3|AGM1_HUMAN,O95394-3,0,3,3
sp|P05121|PAI1_HUMAN,P05121,0,3,3
sp|P06454-2|PTMA_HUMAN,P06454-2,0,3,3
sp|P08047-2|SP1_HUMAN,P08047-2,0,3,3
sp|P10909-2|CLUS_HUMAN,P10909-2,0,3,3
sp|P11498|PYC_HUMAN,P11498,0,3,3
sp|P13861-2|KAP2_HUMAN,P13861-2,0,3,3
sp|P15291-2|B4GT1_HUMAN,P15291-2,0,3,3
sp|P15927-2|RFA2_HUMAN,P15927-2,0,3,3
sp|P19174-2|PLCG1_HUMAN,P19174-2,0,3,3
sp|P20339-2|RAB5A_HUMAN,P20339-2,0,3,3
sp|P21589-2|5NTD_HUMAN,P21589-2,0,3,3
sp|P21964-2|COMT_HUMAN,P21964-2,0,3,3
sp|P35611-2|ADDA_HUMAN,P35611-2,0,3,3
sp|P35813-3|PPM1A_HUMAN,P35813-3,0,3,3
sp|P40818-2|UBP8_HUMAN,P40818-2,0,3,3
sp|P46734-2|MP2K3_HUMAN,P46734-2,0,3,3
sp|P53384-2|NUBP1_HUMAN,P53384-2,0,3,3
sp|P57088|TMM33_HUMAN,P57088,0,3,3
sp|P61923-4|COPZ1_HUMAN,P61923-4,0,3,3
sp|P67812-3|SC11A_HUMAN,P67812-3,0,3,3
sp|Q01085-2|TIAR_HUMAN,Q01085-2,0,3,3
sp|Q08378-2|GOGA3_HUMAN,Q08378-2,0,3,3
sp|Q10567-2|AP1B1_HUMAN,Q10567-2,0,3,3
sp|Q12768|WASC5_HUMAN,Q12768,0,3,3
sp|Q12802-2|AKP13_HUMAN,Q12802-2,0,3,3
sp|Q12959-2|DLG1_HUMAN,Q12959-2,0,3,3
sp|Q13595-3|TRA2A_HUMAN,Q13595-3,0,3,3
sp|Q13618-2|CUL3_HUMAN,Q13618-2,0,3,3
sp|Q13952-2|NFYC_HUMAN,Q13952-2,0,3,3
sp|Q14344-2|GNA13_HUMAN,Q14344-2,0,3,3
sp|Q15061|WDR43_HUMAN,Q15061,0,3,3
sp|Q15287-2|RNPS1_HUMAN,Q15287-2,0,3,3
sp|Q15555-3|MARE2_HUMAN,Q15555-3,0,3,3
sp|Q16775-2|GLO2_HUMAN,Q16775-2,0,3,3
sp|Q2NL82|TSR1_HUMAN,Q2NL82,0,3,3
sp|Q2TB90|HKDC1_HUMAN,Q2TB90,0,3,3
sp|Q53H12|AGK_HUMAN,Q53H12,0,3,3
sp|Q5GLZ8-2|HERC4_HUMAN,Q5GLZ8-2,0,3,3
sp|Q5JTH9-2|RRP12_HUMAN,Q5JTH9-2,0,3,3
sp|Q6FIF0-2|ZFAN6_HUMAN,Q6FIF0-2,0,3,3
sp|Q6NUQ4-2|TM214_HUMAN,Q6NUQ4-2,0,3,3
sp|Q6NYC1-2|JMJD6_HUMAN,Q6NYC1-2,0,3,3
sp|Q6RW13-2|ATRAP_HUMAN,Q6RW13-2,0,3,3
sp|Q709C8-2|VP13C_HUMAN,Q709C8-2,0,3,3
sp|Q71RC2-2|LARP4_HUMAN,Q71RC2-2,0,3,3
sp|Q7L4I2-2|RSRC2_HUMAN,Q7L4I2-2,0,3,3
sp|Q7Z7K6-3|CENPV_HUMAN,Q7Z7K6-3,0,3,3
sp|Q86WQ0-2|NR2CA_HUMAN,Q86WQ0-2,0,3,3
sp|Q86X55-1|CARM1_HUMAN,Q86X55-1,0,3,3
sp|Q86Y39-2|NDUAB_HUMAN,Q86Y39-2,0,3,3
sp|Q8IXH7-4|NELFD_HUMAN,Q8IXH7-4,0,3,3
sp|Q8IY81|SPB1_HUMAN,Q8IY81,0,3,3
sp|Q8N128-2|F177A_HUMAN,Q8N128-2,0,3,3
sp|Q8N684-2|CPSF7_HUMAN,Q8N684-2,0,3,3
sp|Q8N6T3-2|ARFG1_HUMAN,Q8N6T3-2,0,3,3
sp|Q8N766-2|EMC1_HUMAN,Q8N766-2,0,3,3
sp|Q8NBF2-2|NHLC2_HUMAN,Q8NBF2-2,0,3,3
sp|Q8TCG1-2|CIP2A_HUMAN,Q8TCG1-2,0,3,3
sp|Q8TCZ2-2|C99L2_HUMAN,Q8TCZ2-2,0,3,3
sp|Q8WUP2-2|FBLI1_HUMAN,Q8WUP2-2,0,3,3
sp|Q8WX92-2|NELFB_HUMAN,Q8WX92-2,0,3,3
sp|Q92538-2|GBF1_HUMAN,Q92538-2,0,3,3
sp|Q92552-2|RT27_HUMAN,Q92552-2,0,3,3
sp|Q92692-2|NECT2_HUMAN,Q92692-2,0,3,3
sp|Q93009-3|UBP7_HUMAN,Q93009-3,0,3,3
sp|Q96CV9-2|OPTN_HUMAN,Q96CV9-2,0,3,3
sp|Q96DA6-2|TIM14_HUMAN,Q96DA6-2,0,3,3
sp|Q96GC5-3|RM48_HUMAN,Q96GC5-3,0,3,3
sp|Q96H20-2|SNF8_HUMAN,Q96H20-2,0,3,3
sp|Q96IX5|USMG5_HUMAN,Q96IX5,0,3,3
sp|Q96KG9-2|SCYL1_HUMAN,Q96KG9-2,0,3,3
sp|Q96MX6|WDR92_HUMAN,Q96MX6,0,3,3
sp|Q96P16-3|RPR1A_HUMAN,Q96P16-3,0,3,3
sp|Q96SB4-3|SRPK1_HUMAN,Q96SB4-3,0,3,3
sp|Q96SQ9-2|CP2S1_HUMAN,Q96SQ9-2,0,3,3
sp|Q96TA2-2|YMEL1_HUMAN,Q96TA2-2,0,3,3
sp|Q99567|NUP88_HUMAN,Q99567,0,3,3
sp|Q9BRP4|PAAF1_HUMAN,Q9BRP4,0,3,3
sp|Q9BTD8-2|RBM42_HUMAN,Q9BTD8-2,0,3,3
sp|Q9BTE3-2|MCMBP_HUMAN,Q9BTE3-2,0,3,3
sp|Q9BUQ8|DDX23_HUMAN,Q9BUQ8,0,3,3
sp|Q9BV20-2|MTNA_HUMAN,Q9BV20-2,0,3,3
sp|Q9BVI4|NOC4L_HUMAN,Q9BVI4,0,3,3
sp|Q9BWT3-2|PAPOG_HUMAN,Q9BWT3-2,0,3,3
sp|Q9BY77-2|PDIP3_HUMAN,Q9BY77-2,0,3,3
sp|Q9BZE4-2|NOG1_HUMAN,Q9BZE4-2,0,3,3
sp|Q9BZE9-2|ASPC1_HUMAN,Q9BZE9-2,0,3,3
sp|Q9GZL7|WDR12_HUMAN,Q9GZL7,0,3,3
sp|Q9GZY8-2|MFF_HUMAN,Q9GZY8-2,0,3,3
sp|Q9GZZ9|UBA5_HUMAN,Q9GZZ9,0,3,3
sp|Q9H078-2|CLPB_HUMAN,Q9H078-2,0,3,3
sp|Q9H0U3|MAGT1_HUMAN,Q9H0U3,0,3,3
sp|Q9H307|PININ_HUMAN,Q9H307,0,3,3
sp|Q9H788-2|SH24A_HUMAN,Q9H788-2,0,3,3
sp|Q9HBL8|NMRL1_HUMAN,Q9HBL8,0,3,3
sp|Q9NP61-2|ARFG3_HUMAN,Q9NP61-2,0,3,3
sp|Q9NPA8-2|ENY2_HUMAN,Q9NPA8-2,0,3,3
sp|Q9NPD3|EXOS4_HUMAN,Q9NPD3,0,3,3
sp|Q9NPD8|UBE2T_HUMAN,Q9NPD8,0,3,3
sp|Q9NPJ3-2|ACO13_HUMAN,Q9NPJ3-2,0,3,3
sp|Q9NQX3-2|GEPH_HUMAN,Q9NQX3-2,0,3,3
sp|Q9NR46-2|SHLB2_HUMAN,Q9NR46-2,0,3,3
sp|Q9NT62-2|ATG3_HUMAN,Q9NT62-2,0,3,3
sp|Q9NUL3-2|STAU2_HUMAN,Q9NUL3-2,0,3,3
sp|Q9NW81-4|DMAC2_HUMAN,Q9NW81-4,0,3,3
sp|Q9NYJ1-2|COA4_HUMAN,Q9NYJ1-2,0,3,3
sp|Q9NYL2-2|M3K20_HUMAN,Q9NYL2-2,0,3,3
sp|Q9UBK9-2|UXT_HUMAN,Q9UBK9-2,0,3,3
sp|Q9UBU8-2|MO4L1_HUMAN,Q9UBU8-2,0,3,3
sp|Q9UHR5-2|S30BP_HUMAN,Q9UHR5-2,0,3,3
sp|Q9UIV1-2|CNOT7_HUMAN,Q9UIV1-2,0,3,3
sp|Q9UJ70-2|NAGK_HUMAN,Q9UJ70-2,0,3,3
sp|Q9UK41-2|VPS28_HUMAN,Q9UK41-2,0,3,3
sp|Q9UKK3|PARP4_HUMAN,Q9UKK3,0,3,3
sp|Q9UNI6|DUS12_HUMAN,Q9UNI6,0,3,3
sp|Q9Y320-2|TMX2_HUMAN,Q9Y320-2,0,3,3
sp|Q9Y394-2|DHRS7_HUMAN,Q9Y394-2,0,3,3
sp|Q9Y3B8-2|ORN_HUMAN,Q9Y3B8-2,0,3,3
sp|Q9Y3C1|NOP16_HUMAN,Q9Y3C1,0,3,3
sp|Q9Y3D8-2|KAD6_HUMAN,Q9Y3D8-2,0,3,3
sp|Q9Y5Z4-2|HEBP2_HUMAN,Q9Y5Z4-2,0,3,3
sp|Q9Y697-2|NFS1_HUMAN,Q9Y697-2,0,3,3
sp|Q9Y6K9-2|NEMO_HUMAN,Q9Y6K9-2,0,3,3
tr|D6RGV5|D6RGV5_HUMAN,D6RGV5,0,3,3
tr|K7EJH0|K7EJH0_HUMAN,K7EJH0,0,3,3
tr|S4R3N1|S4R3N1_HUMAN,S4R3N1,0,3,3
sp|O95104-2|SFR15_HUMAN,O95104-2,0,3,3
sp|P40123-2|CAP2_HUMAN,P40123-2,0,3,3
sp|O00429-3|DNM1L_HUMAN,O00429-3,0,3,3
sp|Q9BTZ2-4|DHRS4_HUMAN,Q9BTZ2-4,0,3,3
sp|Q8N2F6-3|ARM10_HUMAN,Q8N2F6-3,0,3,3
sp|P62820-2|RAB1A_HUMAN,P62820-2,0,3,3
sp|C9JLW8|MCRI1_HUMAN,C9JLW8,3,5,2
sp|E9PAV3|NACAM_HUMAN,E9PAV3,6,8,2
sp|O00629|IMA3_HUMAN,O00629,6,8,2
sp|O14949|QCR8_HUMAN,O14949,4,6,2
sp|O14950|ML12B_HUMAN,O14950,11,13,2
sp|O43633|CHM2A_HUMAN,O43633,6,8,2
sp|O43865|SAHH2_HUMAN,O43865,11,13,2
sp|O75312|ZPR1_HUMAN,O75312,4,6,2
sp|O75348|VATG1_HUMAN,O75348,4,6,2
sp|O75380|NDUS6_HUMAN,O75380,2,4,2
sp|O75688|PPM1B_HUMAN,O75688,3,5,2
sp|O75832|PSD10_HUMAN,O75832,5,7,2
sp|O75937|DNJC8_HUMAN,O75937,6,8,2
sp|O75947|ATP5H_HUMAN,O75947,10,12,2
sp|O95433|AHSA1_HUMAN,O95433,13,15,2
sp|O95881|TXD12_HUMAN,O95881,5,7,2
sp|P02792|FRIL_HUMAN,P02792,6,8,2
sp|P06576|ATPB_HUMAN,P06576,48,50,2
sp|P08134|RHOC_HUMAN,P08134,1,3,2
sp|P08670|VIME_HUMAN,P08670,89,91,2
sp|P08708|RS17_HUMAN,P08708,6,8,2
sp|P08754|GNAI3_HUMAN,P08754,2,4,2
sp|P09211|GSTP1_HUMAN,P09211,33,35,2
sp|P10620|MGST1_HUMAN,P10620,9,11,2
sp|P12004|PCNA_HUMAN,P12004,21,23,2
sp|P13667|PDIA4_HUMAN,P13667,40,42,2
sp|P13797|PLST_HUMAN,P13797,36,38,2
sp|P14735|IDE_HUMAN,P14735,8,10,2
sp|P15311|EZRI_HUMAN,P15311,28,30,2
sp|P15559|NQO1_HUMAN,P15559,31,33,2
sp|P16152|CBR1_HUMAN,P16152,26,28,2
sp|P16930|FAAA_HUMAN,P16930,5,7,2
sp|P18887|XRCC1_HUMAN,P18887,3,5,2
sp|P19404|NDUV2_HUMAN,P19404,7,9,2
sp|P20962|PTMS_HUMAN,P20962,2,4,2
sp|P21281|VATB2_HUMAN,P21281,5,7,2
sp|P25398|RS12_HUMAN,P25398,22,24,2
sp|P25787|PSA2_HUMAN,P25787,9,11,2
sp|P26373|RL13_HUMAN,P26373,11,13,2
sp|P27635|RL10_HUMAN,P27635,15,17,2
sp|P27695|APEX1_HUMAN,P27695,16,18,2
sp|P28074|PSB5_HUMAN,P28074,7,9,2
sp|P30153|2AAA_HUMAN,P30153,31,33,2
sp|P30405|PPIF_HUMAN,P30405,3,5,2
sp|P30520|PURA2_HUMAN,P30520,10,12,2
sp|P38159|RBMX_HUMAN,P38159,34,36,2
sp|P38606|VATA_HUMAN,P38606,9,11,2
sp|P39687|AN32A_HUMAN,P39687,24,26,2
sp|P46060|RAGP1_HUMAN,P46060,16,18,2
sp|P47914|RL29_HUMAN,P47914,5,7,2
sp|P49354|FNTA_HUMAN,P49354,3,5,2
sp|P50238|CRIP1_HUMAN,P50238,14,16,2
sp|P50402|EMD_HUMAN,P50402,4,6,2
sp|P52298|NCBP2_HUMAN,P52298,4,6,2
sp|P53582|MAP11_HUMAN,P53582,6,8,2
sp|P54920|SNAA_HUMAN,P54920,13,15,2
sp|P60891|PRPS1_HUMAN,P60891,8,10,2
sp|P61026|RAB10_HUMAN,P61026,14,16,2
sp|P61106|RAB14_HUMAN,P61106,7,9,2
sp|P61204|ARF3_HUMAN,P61204,10,12,2
sp|P61513|RL37A_HUMAN,P61513,5,7,2
sp|P62269|RS18_HUMAN,P62269,20,22,2
sp|P62306|RUXF_HUMAN,P62306,5,7,2
sp|P62310|LSM3_HUMAN,P62310,5,7,2
sp|P62314|SMD1_HUMAN,P62314,2,4,2
sp|P62333|PRS10_HUMAN,P62333,22,24,2
sp|P62829|RL23_HUMAN,P62829,13,15,2
sp|P62854|RS26_HUMAN,P62854,3,5,2
sp|P62861|RS30_HUMAN,P62861,5,7,2
sp|P62913|RL11_HUMAN,P62913,7,9,2
sp|P83731|RL24_HUMAN,P83731,10,12,2
sp|Q00796|DHSO_HUMAN,Q00796,5,7,2
sp|Q02978|M2OM_HUMAN,Q02978,2,4,2
sp|Q04917|1433F_HUMAN,Q04917,12,14,2
sp|Q08257|QOR_HUMAN,Q08257,16,18,2
sp|Q09161|NCBP1_HUMAN,Q09161,2,4,2
sp|Q12797|ASPH_HUMAN,Q12797,15,17,2
sp|Q12965|MYO1E_HUMAN,Q12965,7,9,2
sp|Q13435|SF3B2_HUMAN,Q13435,29,31,2
sp|Q13573|SNW1_HUMAN,Q13573,14,16,2
sp|Q14011|CIRBP_HUMAN,Q14011,2,4,2
sp|Q14320|FA50A_HUMAN,Q14320,4,6,2
sp|Q14683|SMC1A_HUMAN,Q14683,6,8,2
