Category,Term,ID,adj_pval,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,Genes
GO:BP,telencephalon cell migration,GO:0022029,0.061151116,1.213595611,62,414,8,21031,"TOP2A,NUF2,MXRA7,HINT1,EGLN3,PHB2,ACLY,HERC2"
GO:BP,plasma membrane bounded cell projection morphogenesis,GO:0120039,0.061828099,1.208814105,671,414,30,21031,"PKP2,MGMT,PTPRE,TOP2A,SDK1,APBA1,MTHFS,ZEB2,JAG1,DSG2,HIBCH,NUF2,DDX3Y,TUFT1,CDK6,EGLN3,DUT,MANBA,TCAF1,CDS2,EPHX4,NPC2,WDFY3,SALL1,HTR5A,BCAT2,AURKA,PHB2,SC5D,APBA2"
GO:BP,positive regulation of transport,GO:0051050,0.064434761,1.190879779,844,414,35,21031,"TRIM9,KIF1A,TOP2A,GATM,JAG1,VLDLR,ETS1,TGFB1,PDP1,TLCD4,TRIM4,RAB32,HABP4,PLS3,MCM5,SMC4,BICD2,SHB,SFXN4,TRPT1,MANBA,TCAF1,COA3,PBX3,RAB31,STMN1,RAB3B,LPIN3,TRIM2,STK25,RAB43,PHB2,DCAF5,RAB2A,GHITM"
GO:BP,actin filament polymerization,GO:0030041,0.064609307,1.189704915,168,414,13,21031,"ANXA3,PRR36,PLCB4,DDX3Y,ACOT9,GALT,DUT,PBX3,GSDMD,SYT17,LPIN3,MECR,CHMP3"
GO:BP,regulation of response to wounding,GO:1903034,0.064609307,1.189704915,168,414,13,21031,"DPPA4,PDE1C,BPHL,TGFB2,DUT,TCAF1,STMN1,EPHX4,MANEA,BCAT2,STK25,RAB43,RAB2A"
GO:BP,regulation of phosphate metabolic process,GO:0019220,0.064617663,1.189648756,1132,414,43,21031,"PDE1C,PTPRE,TOP2A,RAB8B,GATM,JAG1,AURKB,SNTB1,LIMD2,CDC20,TRIM4,SMC4,MCM2,CEP97,EGLN3,SFXN4,TRPT1,TCAF1,GSDMD,VDAC2,STIM1,CDS2,LPIN3,NACAD,NPC2,TES,MAP2,MED15,AURKA,RBM45,MECR,TRIM5,SC5D,HMOX2,ACOX1,ECI1,MGME1,AVEN,DCAF5,RAB2A,NPC1,ULK1,LZTS3"
GO:BP,regulation of phosphorus metabolic process,GO:0051174,0.065967258,1.180671566,1133,414,43,21031,"PDE1C,PTPRE,TOP2A,RAB8B,GATM,JAG1,AURKB,SNTB1,LIMD2,CDC20,TRIM4,SMC4,MCM2,CEP97,EGLN3,SFXN4,TRPT1,TCAF1,GSDMD,VDAC2,STIM1,CDS2,LPIN3,NACAD,NPC2,TES,MAP2,MED15,AURKA,RBM45,MECR,TRIM5,SC5D,HMOX2,ACOX1,ECI1,MGME1,AVEN,DCAF5,RAB2A,NPC1,ULK1,LZTS3"
GO:BP,substrate adhesion-dependent cell spreading,GO:0034446,0.066481208,1.177301096,101,414,10,21031,"TM2D3,PKP2,ENC1,ACOT9,DUT,MPC2,GSDMD,HAUS1,TRNT1,MECR"
GO:BP,response to nitrogen compound,GO:1901698,0.066485242,1.177274744,1060,414,41,21031,"PTPRE,TOP2A,BPHL,MTHFS,PIR,MAP1B,PDP1,TLCD4,TRIM4,ACAD8,PLS3,HTRA2,BICD2,SHB,DUT,CDCP1,TCAF1,CHAC2,CSRP2,RAB31,VDAC2,STIM1,LPIN3,CDK2,IDH3A,SPAG5,HACD3,MGST1,MANEA,SCYL2,MECR,RAB43,PHB2,TRIM5,HMOX2,ACOX1,MGME1,EED,THEM4,DCAF5,RAB2A"
GO:BP,positive regulation of macromolecule metabolic process,GO:0010604,0.070405574,1.152392954,3420,414,99,21031,"DPPA4,PKP2,ABCA1,TCAF2,LSS,PTPRE,TOP2A,RAB8B,GATM,TPM1,LMOD1,ANLN,AURKB,DSG2,LIMD2,UHRF1,ARL15,CDC20,6PGD,NUF2,MAP1B,PDP1,TLCD4,CD2AP,EFNB2,TRIM4,ACAD8,SPC24,SNX18,MTCL1,SMC4,HTRA2,NEBL,MCM2,NRG1,BICD2,CCNB1,EGLN3,SFXN4,TRPT1,ALPK2,TMUB1,ATAD1,TCAF1,PDGFD,COX20,COA3,CSRP2,RAB31,VDAC2,SACS,STIM1,AGGF1,PDE4B,ACSF3,SPAG1,TMX3,LPIN3,UBE2S,NPC2,MGST1,COQ9,TES,PCM1,MED15,RTN3,ACAD9,AURKA,SCYL2,UBE2T,RBM45,STK25,RAB43,SC5D,PTCD3,TTF2,CISD1,GPC6,ACOX1,ASAH1,CAP2,ECI1,MGME1,EED,SPRY4,ETFA,AVEN,DCAF5,MLF2,DNMBP,RIC1,RAB2A,ACYP1,HINT2,GHITM,ULK1,MEX3D,LZTS3,HERC2"
GO:BP,cell projection morphogenesis,GO:0048858,0.07093643,1.14913067,676,414,30,21031,"PKP2,MGMT,PTPRE,TOP2A,SDK1,APBA1,MTHFS,ZEB2,JAG1,DSG2,HIBCH,NUF2,DDX3Y,TUFT1,CDK6,EGLN3,DUT,MANBA,TCAF1,CDS2,EPHX4,NPC2,WDFY3,SALL1,HTR5A,BCAT2,AURKA,PHB2,SC5D,APBA2"
GO:BP,plasma membrane organization,GO:0007009,0.073155021,1.13575586,170,414,13,21031,"BPHL,UTRN,MCM5,STK26,CEP97,PBX3,STMN1,SPAG5,IDH3B,ADCK1,STK25,CSRP1,RAB2A"
GO:BP,tRNA wobble base modification,GO:0002097,0.076195647,1.118069836,20,414,5,21031,"IGF1R,ADA,RAB7A,PGP,COA6"
GO:BP,synaptic vesicle recycling,GO:0036465,0.080343636,1.095048519,83,414,9,21031,"RAP2A,TRIM9,MTX2,TLE4,VDAC1,PBX3,HTR5A,PHB2,LRBA"
GO:BP,actin polymerization or depolymerization,GO:0008154,0.083021968,1.080806976,197,414,14,21031,"ANXA3,PRR36,PLCB4,DDX3Y,ACOT9,GALT,DUT,PBX3,GSDMD,SYT17,LPIN3,MECR,USP9X,CHMP3"
GO:BP,cellular anatomical entity morphogenesis,GO:0032989,0.08387561,1.076364308,785,414,33,21031,"PKP2,MGMT,PTPRE,TOP2A,SDK1,APBA1,BPHL,MTHFS,ZEB2,JAG1,DSG2,HIBCH,NUF2,DDX3Y,TUFT1,CDK6,EGLN3,DUT,MANBA,TCAF1,CDS2,EPHX4,NPC2,WDFY3,IDH3B,SALL1,MSRA,HTR5A,BCAT2,AURKA,PHB2,SC5D,APBA2"
GO:BP,salivary gland morphogenesis,GO:0007435,0.086120316,1.064894388,33,414,6,21031,"TOP2A,DSG2,SFXN4,MPC2,HACD3,COA1"
GO:BP,forebrain cell migration,GO:0021885,0.086715328,1.06190413,65,414,8,21031,"TOP2A,NUF2,MXRA7,HINT1,EGLN3,PHB2,ACLY,HERC2"
GO:BP,regulation of neuron projection development,GO:0010975,0.091664135,1.037800557,457,414,23,21031,"GULP1,TRIM9,PTPRE,MTHFS,JAG1,LIMD2,DDX3Y,RAB32,ACOT9,MTCL1,TUFT1,EGLN3,CADM4,DUT,SFXN4,MANBA,TCAF1,MYO19,EPHX4,WDFY3,BCAT2,PHB2,SC5D"
GO:BP,cellular localization,GO:0051641,0.095073334,1.021941276,3621,414,103,21031,"DPPA4,GULP1,NRP2,RAP2A,TCAF2,TRIM9,PTPRE,TOP2A,LTBP1,GPC4,RAB8B,LMOD1,APBA1,MTHFS,JAG1,MCM7,UTRN,ENC1,SNTB1,MOV10,TGFB1,MCM4,PDP1,TLCD4,EFNB2,TRIM4,ACAD8,RAB32,MOXD1,HABP4,MXRA7,WWP2,PLS3,TPST2,MTX2,MCM5,SMC4,HTRA2,TLE4,BICD2,MCM6,CEP97,CCNB1,SHB,HELLS,VDAC1,TRPT1,STX3,MPC2,TCAF1,CHAC2,COA3,PBX3,MTX1,UBE2C,PECR,RAB31,IFFO2,GSDMD,SACS,WDHD1,RAB3B,CDS2,NDRG3,SYT17,LPIN3,STX17,ENAH,IDH3B,MSRA,TMCC1,TFB1M,CEP55,HTR5A,MED15,BCAT2,SPG21,TRNT1,PDK3,GPAT3,TRIM2,MECR,GPN1,STK25,RAB43,PHB2,SC5D,PTCD3,AFG1L,TTF2,HMOX2,ACLY,NOMO3,LRBA,CSRP1,STBD1,DCAF5,MLF2,RAB2A,KNTC1,GHITM,MEX3D,NRCAM"
GO:BP,blood vessel development,GO:0001568,0.095156044,1.021563622,721,414,31,21031,"TCAF2,LSS,NQO1,GATM,AURKB,LIMD2,UHRF1,CETN3,SOX2,ARL15,CALD1,EFNB2,KIF11,OPA1,MCM2,SYT1,ULBP3,EGLN3,HELLS,SFXN4,TCAF1,CHAC2,RAB31,MMP15,STIM1,WDFY3,STK25,RAB43,APBA2,RAB2A,HERC2"
GO:BP,regulation of vesicle-mediated transport,GO:0060627,0.096542328,1.015282232,522,414,25,21031,"RAP2A,TRIM9,GATM,VLDLR,ACAD8,RAB32,HABP4,MCM5,SMC4,TLE4,DLK1,TRPT1,COA3,PBX3,RAB31,STMN1,HACD3,HTR5A,MECR,STK25,RAB43,PHB2,DCAF5,RAB2A,MEX3D"
GO:BP,negative regulation of actin filament polymerization,GO:0030837,0.097000982,1.013223868,66,414,8,21031,"ANXA3,PRR36,PLCB4,GALT,DUT,GSDMD,SYT17,CHMP3"
GO:BP,ameboidal-type cell migration,GO:0001667,0.098251662,1.007660093,428,414,22,21031,"TM2D3,PRR36,TCAF2,FAT1,TPM1,UTRN,TRIM4,KIF11,HABP4,MCM2,SYT1,ULBP3,EGLN3,DUT,SFXN4,MPC2,MMP15,WDFY3,IDH3B,TRNT1,MECR,RAB43"
GO:BP,response to stress,GO:0006950,0.109948408,0.958811055,3855,414,108,21031,"DPPA4,PKP2,MGMT,GULP1,TCAF2,PDE1C,FAT1,NQO1,TOP2A,TPM1,MYO6,ANLN,BPHL,FANCI,VLDLR,UTRN,DSG2,TGFB2,ENC1,LIMD2,UHRF1,CETN3,ARL15,MOV10,MCM4,DDX3Y,CD2AP,EFNB2,GRIA1,ACAD8,PRDX3,SPC24,HABP4,NEDD1,MTCL1,PLS3,HTRA2,SPC25,NEBL,HDHD5,KIF2C,CEP97,STX2,TSTD1,DUT,TRPT1,CDCP1,ALPK2,TCAF1,CPT2,CHAC2,RAB31,STMN1,SACS,STIM1,OXA1L,AGGF1,MYO19,ACSF3,SPAG1,TMX3,EPHX4,LPIN3,INF2,MTX3,MRTFB,NACAD,NPC2,PCBP4,IDH3B,COQ9,ARAP3,MANEA,P4HA3,MED15,PYGL,BCAT2,AURKA,LOXL3,SCYL2,UBE2T,MECR,STK25,RAB43,NDRG1,SC5D,ABCB7,LUZP1,AFG1L,HMOX2,GPC6,ACOX1,ECI1,MGME1,EED,MYH1,ABL2,EBP,SPRY4,THEM4,DCAF5,RIC1,RAB2A,CHP1,LZTS3,HERC2,FAF2,HACD1"
GO:BP,blood vessel morphogenesis,GO:0048514,0.110410852,0.956988238,625,414,28,21031,"TCAF2,LSS,NQO1,GATM,AURKB,LIMD2,UHRF1,CETN3,SOX2,ARL15,EFNB2,KIF11,MCM2,SYT1,ULBP3,EGLN3,HELLS,SFXN4,TCAF1,CHAC2,RAB31,MMP15,STIM1,STK25,RAB43,APBA2,RAB2A,HERC2"
GO:BP,transforming growth factor beta receptor superfamily signaling pathway,GO:0141091,0.111449861,0.95292047,341,414,19,21031,"TM2D3,NRP2,TCAF2,PDE1C,FAT3,LIMD2,ACAD8,ERAP2,ATAD1,CSRP2,SPAG5,WDFY3,BCAT2,UNG,TRIM2,DCAF5,RAB2A,COA1,HERC2"
GO:BP,regulation of actin polymerization or depolymerization,GO:0008064,0.121580902,0.915134638,154,414,12,21031,"ANXA3,PRR36,PLCB4,DDX3Y,ACOT9,GALT,DUT,PBX3,GSDMD,SYT17,MECR,CHMP3"
GO:BP,nucleus localization,GO:0051647,0.12208425,0.913340362,35,414,6,21031,"GPC4,LMOD1,JAG1,MXRA7,PBX3,ACLY"
GO:BP,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:0051897,0.125004928,0.903072865,179,414,13,21031,"TOP2A,GATM,SDK1,PDP1,TRIM4,BCR,SFXN4,TRPT1,LPIN3,PALLD,MECR,APBA2,DCAF5"
GO:BP,response to chemical,GO:0042221,0.126582213,0.897627318,3957,414,110,21031,"DPPA4,IL18,PKP2,PRR36,TCAF2,FAT1,PTPRE,TOP2A,GATM,TPM1,MATN2,SDK1,BPHL,AMOT,MTHFS,ENC1,LIMD2,UHRF1,CETN3,PIR,ETS1,MOV10,MAP1B,TGFB1,LAMB1,DDX3Y,PDP1,TLCD4,CD2AP,EFNB2,TRIM4,ACAD8,ACOT9,PRDX3,SNX18,MTCL1,JPH1,PLS3,TPST2,HTRA2,OPA1,SPC25,GALT,MCM2,HDHD5,ACADS,BICD2,MALT1,LMF1,EGLN3,SHB,DUT,SFXN4,TRPT1,CDCP1,STX3,ALPK2,ATAD1,TCAF1,CPT2,CHAC2,MTX1,UBE2C,CSRP2,RAB31,STX12,STMN1,VDAC2,SACS,STIM1,ACSF3,SYT17,ASCC2,LPIN3,CDK2,IDH3A,INF2,SPAG5,HACD3,NPC2,MGST1,WDFY3,IDH3B,COQ9,ARAP3,MANEA,MED15,LOXL3,SCYL2,UBE2T,MECR,RAB43,PHB2,TRIM5,SC5D,LUZP1,HMOX2,ACOX1,ECI1,MGME1,EED,THEM4,STBD1,DCAF5,RAB2A,NPC1,MYLK,ITSN1,MEX3D,HERC2"
GO:BP,cell activation,GO:0001775,0.129354158,0.888219605,1092,414,41,21031,"DPPA4,LSS,FAT1,TOP2A,GATM,BPHL,UHRF1,CD2AP,EFNB2,TRIM4,ACOT9,HABP4,NEBL,KIF2C,TSTD1,TRPT1,ALPK2,TCAF1,CHAC2,COX20,UBE2C,CSRP2,RAB31,STIM1,LPIN3,CDK2,UBE2S,NPC2,PCBP4,PYGL,MECR,RAB43,SC5D,ABCB7,ECI1,EED,RAB2A,ACYP1,ULK1,COA1,HERC2"
GO:BP,cellular response to transforming growth factor beta stimulus,GO:0071560,0.142476948,0.846255395,261,414,16,21031,"TM2D3,PKP2,NRP2,TCAF2,PDE1C,FAT3,ERAP2,ATAD1,CSRP2,SPAG5,SCYL2,UNG,DCAF5,RAB2A,COA1,HERC2"
GO:BP,salivary gland development,GO:0007431,0.144087475,0.841373771,36,414,6,21031,"TOP2A,DSG2,SFXN4,MPC2,HACD3,COA1"
GO:BP,regulation of actin filament length,GO:0030832,0.146632038,0.833771129,157,414,12,21031,"ANXA3,PRR36,PLCB4,DDX3Y,ACOT9,GALT,DUT,PBX3,GSDMD,SYT17,MECR,CHMP3"
GO:BP,positive regulation of protein phosphorylation,GO:0001934,0.151614398,0.819259555,603,414,27,21031,"PTPRE,TOP2A,RAB8B,GATM,AURKB,LIMD2,CDC20,SMC4,MCM2,EGLN3,SFXN4,TRPT1,STIM1,LPIN3,NPC2,TES,MED15,AURKA,RBM45,ACOX1,ECI1,MGME1,AVEN,DCAF5,RAB2A,ULK1,LZTS3"
GO:BP,cell-matrix adhesion,GO:0007160,0.152357708,0.817135569,235,414,15,21031,"APH1A,PKP2,GATM,MTHFS,JAG1,PPIL3,ARL15,PIR,EFNB2,HABP4,TLE4,TPX2,NPC2,TRNT1,PHB2"
GO:BP,epithelial cell proliferation,GO:0050673,0.152710184,0.816132,441,414,22,21031,"PDE1C,TOP2A,DSG2,LIMD2,ARL15,NUF2,EFNB2,TRIM4,KIF11,BMP1,HKDC1,EGLN3,SFXN4,MPC2,CSRP2,AGGF1,SPAG5,MANEA,HAUS1,TTF2,RIC1,RAB2A"
GO:BP,positive regulation of transcription by RNA polymerase II,GO:0045944,0.159292847,0.797803726,1253,414,45,21031,"DPPA4,ABCA1,LSS,TOP2A,TPM1,LMOD1,ANLN,DSG2,LIMD2,UHRF1,6PGD,NUF2,MAP1B,CD2AP,ACAD8,SNX18,MTCL1,SMC4,HTRA2,BICD2,CCNB1,ALPK2,TMUB1,ATAD1,CSRP2,VDAC2,STIM1,PDE4B,ACSF3,TMX3,LPIN3,TES,PCM1,MED15,SCYL2,STK25,TTF2,GPC6,ASAH1,ECI1,EED,ETFA,MLF2,ACYP1,HERC2"
GO:BP,peripheral nervous system development,GO:0007422,0.166847177,0.777681137,91,414,9,21031,"MGMT,LSS,JAG1,ACAD8,CDK6,CDS2,IDH3B,MSRA,PHB2"
GO:BP,regulation of supramolecular fiber organization,GO:1902903,0.174773581,0.757524216,383,414,20,21031,"ANXA3,PRR36,PLCB4,RAB8B,TPM1,LMOD1,DDX3Y,ACOT9,HABP4,GALT,DMAC2,DUT,PBX3,GSDMD,SYT17,TRIM2,MECR,SC5D,ADK,CHMP3"
GO:BP,cellular response to organic substance,GO:0071310,0.179172033,0.746729778,1971,414,63,21031,"DPPA4,IL18,PKP2,PRR36,TCAF2,TOP2A,GATM,SDK1,MTHFS,ENC1,CETN3,PIR,ETS1,MOV10,MAP1B,LAMB1,DDX3Y,PDP1,TRIM4,ACAD8,SNX18,MTCL1,HTRA2,GALT,MCM2,ACADS,EGLN3,SHB,DUT,TRPT1,CDCP1,STX3,ATAD1,TCAF1,CHAC2,MTX1,CSRP2,RAB31,VDAC2,STIM1,ACSF3,SYT17,LPIN3,CDK2,INF2,SPAG5,HACD3,NPC2,SCYL2,UBE2T,MECR,RAB43,PHB2,TRIM5,HMOX2,ACOX1,MGME1,EED,DCAF5,RAB2A,NPC1,MYLK,HERC2"
GO:BP,regulation of MAPK cascade,GO:0043408,0.179825041,0.745149833,643,414,28,21031,"PTPRE,TOP2A,GATM,MTHFS,JAG1,AURKB,ENC1,DDX3Y,ACAD8,KIF11,SMC4,MCM2,EGLN3,SFXN4,TRPT1,TCAF1,STIM1,LPIN3,CDK2,SPAG5,NPC2,TES,MAP2,AURKA,ACOX1,DCAF5,RAB2A,NPC1"
GO:BP,cellular response to organonitrogen compound,GO:0071417,0.183761614,0.735745203,610,414,27,21031,"TOP2A,PIR,MAP1B,PDP1,TRIM4,ACAD8,HTRA2,SHB,DUT,CDCP1,TCAF1,CHAC2,CSRP2,RAB31,VDAC2,LPIN3,CDK2,SPAG5,HACD3,SCYL2,MECR,PHB2,TRIM5,HMOX2,EED,DCAF5,RAB2A"
GO:BP,muscle structure development,GO:0061061,0.183864941,0.735501073,678,414,29,21031,"ANXA3,MGMT,KIF1A,BPHL,JAG1,EFNB2,RAB32,SPC24,MCM5,BCR,NEBL,UAP1,MPC2,PBX3,CSRP2,RAB3B,ACSF3,SPAG5,IDH3B,SALL1,TES,MSRA,HAUS1,BCAT2,SYVN1,PHB2,AVEN,DCAF5,RAB2A"
GO:BP,negative regulation of multicellular organismal process,GO:0051241,0.185047892,0.732715857,1110,414,41,21031,"DPPA4,TCAF2,LSS,FAT1,TOP2A,FAT3,BPHL,DSG2,ENC1,LIMD2,ARL15,CALD1,MAP1B,PRDX3,HABP4,SNX18,DHRS4,JPH1,SMC4,HDHD5,TSTD1,EGLN3,SHB,SFXN4,TRPT1,STX3,ALPK2,TCAF1,PBX3,UBE2C,MMP15,STIM1,MYO19,EPHX4,MANEA,MECR,STK25,RAB43,PHB2,DCAF5,COA1"
GO:BP,response to peptide,GO:1901652,0.185130177,0.732522785,511,414,24,21031,"PIR,MAP1B,PDP1,TRIM4,ACAD8,HTRA2,DUT,CDCP1,TCAF1,CHAC2,RAB31,VDAC2,LPIN3,CDK2,SPAG5,MANEA,SCYL2,MECR,RAB43,PHB2,TRIM5,HMOX2,EED,RAB2A"
GO:BP,response to transforming growth factor beta,GO:0071559,0.186174285,0.730080305,267,414,16,21031,"TM2D3,PKP2,NRP2,TCAF2,PDE1C,FAT3,ERAP2,ATAD1,CSRP2,SPAG5,SCYL2,UNG,DCAF5,RAB2A,COA1,HERC2"
GO:BP,cartilage development,GO:0051216,0.193441795,0.713449687,213,414,14,21031,"FADS2,LSS,FAT3,UTRN,DSG2,LIMD2,ACAD8,SFXN4,STX3,ATAD1,CSRP2,AGGF1,NPC2,COA1"
GO:BP,protein autophosphorylation,GO:0046777,0.195386584,0.709105261,187,414,13,21031,"PTPRE,TOP2A,SNTB1,ACAD8,ULBP3,SFXN4,LPIN3,MED15,AURKA,MECR,RAB2A,GHITM,LZTS3"
GO:BP,regulation of actin filament organization,GO:0110053,0.203148525,0.692186328,269,414,16,21031,"ANXA3,PRR36,PLCB4,TPM1,LMOD1,DDX3Y,ACOT9,HABP4,GALT,DMAC2,DUT,PBX3,GSDMD,SYT17,MECR,CHMP3"
GO:BP,regulation of Wnt signaling pathway,GO:0030111,0.203926528,0.690526275,327,414,18,21031,"TOP2A,MTHFS,LIMD2,CDC20,NEDD1,TPST2,CRYM,SHB,DUT,RAB31,AGGF1,RAB3B,MED15,PYGL,TRIM5,EED,RAB2A,ITSN1"
GO:BP,vasculature development,GO:0001944,0.206101265,0.685919342,752,414,31,21031,"TCAF2,LSS,NQO1,GATM,AURKB,LIMD2,UHRF1,CETN3,SOX2,ARL15,CALD1,EFNB2,KIF11,OPA1,MCM2,SYT1,ULBP3,EGLN3,HELLS,SFXN4,TCAF1,CHAC2,RAB31,MMP15,STIM1,WDFY3,STK25,RAB43,APBA2,RAB2A,HERC2"
GO:BP,regulation of cytoskeleton organization,GO:0051493,0.208621439,0.680641064,515,414,24,21031,"ANXA3,PRR36,PLCB4,RAB8B,TPM1,LMOD1,DDX3Y,ACAD8,ACOT9,HABP4,GALT,DMAC2,CEP97,DUT,PBX3,STK33,RAB31,GSDMD,SYT17,TRIM2,MECR,SC5D,ADK,CHMP3"
GO:BP,regulation of protein kinase activity,GO:0045859,0.21147459,0.674741808,451,414,22,21031,"TOP2A,RAB8B,GATM,SNTB1,CDC20,MCM2,CEP97,EGLN3,SFXN4,TRPT1,TCAF1,STIM1,LPIN3,MAP2,MED15,AURKA,RBM45,ACOX1,ECI1,MGME1,RAB2A,ULK1"
GO:BP,response to oxygen-containing compound,GO:1901700,0.223538423,0.650647817,1663,414,55,21031,"PKP2,PRR36,TOP2A,TPM1,MTHFS,PIR,ETS1,MOV10,MAP1B,PDP1,TLCD4,CD2AP,TRIM4,ACAD8,MTCL1,PLS3,HTRA2,OPA1,SPC25,GALT,MCM2,BICD2,SHB,DUT,TRPT1,CDCP1,TCAF1,CHAC2,MTX1,UBE2C,CSRP2,RAB31,VDAC2,ASCC2,LPIN3,CDK2,IDH3A,INF2,SPAG5,HACD3,IDH3B,MANEA,LOXL3,SCYL2,MECR,RAB43,PHB2,TRIM5,SC5D,LUZP1,HMOX2,ACOX1,EED,DCAF5,RAB2A"
GO:BP,protein localization to cell periphery,GO:1990778,0.228345055,0.641408389,360,414,19,21031,"TRIM9,PTPRE,TOP2A,MCM7,ENC1,EFNB2,RAB32,MCM5,TRPT1,STX3,MPC2,TCAF1,RAB31,IFFO2,GSDMD,GPAT3,TRIM2,PHB2,RAB2A"
GO:BP,establishment of organelle localization,GO:0051656,0.231736828,0.635004941,486,414,23,21031,"GPC4,RAB8B,LMOD1,HABP4,MXRA7,WWP2,HTRA2,CEP97,HELLS,STX3,COA3,CDS2,SYT17,ENAH,CEP55,TRNT1,TRIM2,MECR,PHB2,SC5D,ACLY,LRBA,GHITM"
GO:BP,ruffle organization,GO:0031529,0.239028342,0.621550601,56,414,7,21031,"AURKB,GALT,TLE4,DUT,CDK2,TRNT1,RAB2A"
GO:BP,regulation of growth,GO:0040008,0.240313933,0.61922105,620,414,27,21031,"TCAF2,LSS,KIF1A,TOP2A,RAB8B,GATM,LIMD2,NUF2,EFNB2,CRIM1,SPC25,TUFT1,HDHD5,TSTD1,SFXN4,STX3,MANBA,IFFO2,SYT17,EPHX4,WDFY3,MED15,PHB2,SC5D,HMOX2,ASAH1,ITSN1"
GO:BP,neuron projection morphogenesis,GO:0048812,0.24576659,0.609477157,655,414,28,21031,"PKP2,MGMT,PTPRE,TOP2A,SDK1,APBA1,MTHFS,ZEB2,JAG1,DSG2,HIBCH,NUF2,DDX3Y,TUFT1,CDK6,EGLN3,MANBA,TCAF1,CDS2,EPHX4,WDFY3,SALL1,HTR5A,BCAT2,AURKA,PHB2,SC5D,APBA2"
GO:BP,positive regulation of biosynthetic process,GO:0009891,0.249284273,0.60330512,2706,414,80,21031,"DPPA4,PKP2,ABCA1,TCAF2,LSS,TOP2A,RAB8B,GATM,TPM1,LMOD1,ANLN,VLDLR,DSG2,LIMD2,LZTS1,UHRF1,ARL15,6PGD,NUF2,MAP1B,PDP1,TLCD4,CD2AP,EFNB2,TRIM4,ACAD8,SNX18,MTCL1,DHRS4,SMC4,HTRA2,NEBL,BICD2,CCNB1,EGLN3,TRPT1,ALPK2,TMUB1,ATAD1,TCAF1,PDGFD,COA3,CSRP2,VDAC2,STIM1,AGGF1,PDE4B,ACSF3,TMX3,LPIN3,UBE2S,MGST1,TPM2,COQ9,TES,PCM1,MED15,RTN3,SCYL2,STK25,RAB43,TTF2,CISD1,GPC6,ACOX1,ASAH1,CAP2,ECI1,EED,SPRY4,ETFA,DCAF5,MLF2,DNMBP,RAB2A,ACYP1,HINT2,MEX3D,HERC2,CENPF"
GO:BP,cell-substrate junction assembly,GO:0007044,0.253189248,0.596554742,96,414,9,21031,"GATM,PPIL3,PIR,EFNB2,HABP4,TLE4,IDH3B,HAUS1,TRNT1"
GO:BP,wound healing,GO:0042060,0.253931844,0.595282834,425,414,21,21031,"PDE1C,BPHL,UTRN,TGFB2,ARL15,PRDX3,HABP4,KIF2C,CEP97,DUT,TRPT1,TCAF1,STMN1,LPIN3,NPC2,IDH3B,MANEA,PYGL,STK25,RAB43,RAB2A"
GO:BP,negative regulation of nitrogen compound metabolic process,GO:0051172,0.254911733,0.593610174,2202,414,68,21031,"DPPA4,SYTL1,PRR36,ABCA1,TCAF2,LSS,PDE1C,TOP2A,GATM,ANLN,JAG1,VLDLR,DSG2,SNTB1,LIMD2,NUF2,LAMB1,NEDD1,SMC4,BMP1,HDHD5,CEP97,CCNB1,CADM4,SFXN4,TRPT1,TMOD2,ALPK2,ATAD1,TCAF1,COX20,MKRN2,PBX3,CSRP2,RAB31,GSDMD,MMP15,CDS2,TMX3,MRTFB,NPC2,MANEA,MAP2,PCM1,TTC28,HTR5A,MED15,RTN3,STK25,PHB2,SC5D,HMOX2,ACOX1,ECI1,EED,THEM4,DCAF5,MLF2,DNMBP,RAB2A,CHP1,GRHPR,NPC1,HINT2,ITSN1,ULK1,NID1,LZTS3"
GO:BP,positive regulation of protein kinase activity,GO:0045860,0.262476798,0.580909081,275,414,16,21031,"TOP2A,RAB8B,CDC20,MCM2,EGLN3,SFXN4,TRPT1,STIM1,LPIN3,MED15,AURKA,RBM45,ACOX1,ECI1,MGME1,ULK1"
GO:BP,platelet-derived growth factor receptor signaling pathway,GO:0048008,0.267933833,0.571972443,57,414,7,21031,"GATM,AURKB,TLE4,HELLS,RAB31,LPIN3,MECR"
