Category,Term,ID,adj_pval,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,Genes
GO:BP,cellular nitrogen compound metabolic process,GO:0034641,1,0,8692,63,18,21031,"IL33,LPXN,IL18,MMAB,ALK,NFIX,MGMT,GMDS,NEIL2,HNMT,PPIL3,TMTC1,SFRP2,ETS1,ARX,PAX8,KMT5B,KCNK2"
GO:BP,nucleobase-containing compound biosynthetic process,GO:0034654,1,0,4027,63,11,21031,"IL33,LPXN,IL18,ALK,NFIX,GMDS,SFRP2,ETS1,ARX,PAX8,KCNK2"
GO:BP,nucleobase-containing compound catabolic process,GO:0034655,1,0,526,63,1,21031,NEIL2
GO:BP,regulation of amide metabolic process,GO:0034248,1,0,439,63,1,21031,RTN1
GO:BP,monoatomic ion transmembrane transport,GO:0034220,1,0,1013,63,3,21031,"PLCB4,KCNK2,FXYD6"
GO:BP,amyloid-beta formation,GO:0034205,1,0,44,63,2,21031,"APH1A,RTN1"
GO:BP,heterotypic cell-cell adhesion,GO:0034113,1,0,61,63,1,21031,PKP2
GO:BP,mitochondrial respiratory chain complex assembly,GO:0033108,1,0,104,63,1,21031,COA4
GO:BP,regulation of peptidyl-serine phosphorylation,GO:0033135,1,0,127,63,1,21031,SFRP2
GO:BP,positive regulation of peptidyl-serine phosphorylation,GO:0033138,1,0,95,63,1,21031,SFRP2
GO:BP,response to vitamin,GO:0033273,1,0,91,63,1,21031,POSTN
GO:BP,protein localization to organelle,GO:0033365,1,0,1184,63,2,21031,"IL33,GPC4"
GO:BP,cellular response to stress,GO:0033554,1,0,1770,63,8,21031,"GFAP,MGMT,NEIL2,SFRP2,RNF5,KMT5B,KCNK2,PDGFD"
GO:BP,unsaturated fatty acid metabolic process,GO:0033559,1,0,111,63,1,21031,FADS2
GO:BP,mitochondrial cytochrome c oxidase assembly,GO:0033617,1,0,26,63,1,21031,COA4
GO:BP,ncRNA metabolic process,GO:0034660,1,0,640,63,1,21031,ETS1
GO:BP,membrane protein proteolysis,GO:0033619,1,0,61,63,1,21031,APH1A
GO:BP,regulation of cell adhesion mediated by integrin,GO:0033628,1,0,49,63,2,21031,"LPXN,SFRP2"
GO:BP,positive regulation of cell adhesion mediated by integrin,GO:0033630,1,0,22,63,1,21031,SFRP2
GO:BP,response to lipid,GO:0033993,1,0,920,63,3,21031,"POSTN,SLIT2,PTPRU"
GO:BP,response to cytokine,GO:0034097,1,0,932,63,4,21031,"IL33,POSTN,IL18,SLIT2"
GO:BP,erythrocyte homeostasis,GO:0034101,1,0,142,63,1,21031,ETS1
GO:BP,regulation of tissue remodeling,GO:0034103,1,0,76,63,1,21031,IL18
GO:BP,positive regulation of tissue remodeling,GO:0034105,1,0,11,63,1,21031,IL18
GO:BP,homotypic cell-cell adhesion,GO:0034109,1,0,97,63,2,21031,"PKP2,PTPRU"
GO:BP,cell adhesion mediated by integrin,GO:0033627,1,0,82,63,2,21031,"LPXN,SFRP2"
GO:BP,negative regulation of mitotic sister chromatid segregation,GO:0033048,1,0,48,63,1,21031,CDC20
GO:BP,response to gonadotropin,GO:0034698,1,0,28,63,1,21031,PAX8
GO:BP,somatic stem cell population maintenance,GO:0035019,1,0,67,63,1,21031,PAX8
GO:BP,interleukin-18-mediated signaling pathway,GO:0035655,1,0,10,63,1,21031,IL18
GO:BP,monocyte extravasation,GO:0035696,1,0,9,63,1,21031,PDGFD
GO:BP,"CD4-positive, alpha-beta T cell activation",GO:0035710,1,0,119,63,1,21031,IL18
GO:BP,hepatic stellate cell activation,GO:0035733,1,0,9,63,1,21031,CYGB
GO:BP,"CD4-positive, alpha-beta T cell cytokine production",GO:0035743,1,0,19,63,1,21031,IL18
GO:BP,T-helper 1 cell cytokine production,GO:0035744,1,0,8,63,1,21031,IL18
GO:BP,mesangial cell-matrix adhesion,GO:0035759,1,0,2,63,1,21031,CD34
GO:BP,CD80 biosynthetic process,GO:0035780,1,0,2,63,1,21031,IL33
GO:BP,CD86 biosynthetic process,GO:0035781,1,0,3,63,1,21031,IL33
GO:BP,epithelial cell differentiation involved in kidney development,GO:0035850,1,0,49,63,2,21031,"CD34,PAX8"
GO:BP,alpha-linolenic acid metabolic process,GO:0036109,1,0,10,63,1,21031,FADS2
GO:BP,response to platelet-derived growth factor,GO:0036119,1,0,23,63,1,21031,PDGFD
GO:BP,cellular response to platelet-derived growth factor stimulus,GO:0036120,1,0,21,63,1,21031,PDGFD
GO:BP,protein modification process,GO:0036211,1,0,3031,63,11,21031,"IL18,SLIT2,ALK,PPIL3,NRK,TMTC1,CDC20,SFRP2,RNF5,PTPRU,PDGFD"
GO:BP,granulocyte activation,GO:0036230,1,0,49,63,1,21031,IL18
GO:BP,swimming behavior,GO:0036269,1,0,2,63,1,21031,ALK
GO:BP,response to decreased oxygen levels,GO:0036293,1,0,316,63,3,21031,"POSTN,CYGB,KCNK2"
GO:BP,establishment of protein localization to extracellular region,GO:0035592,1,0,367,63,2,21031,"LTBP2,RAB3B"
GO:BP,non-canonical Wnt signaling pathway,GO:0035567,1,0,70,63,1,21031,SFRP2
GO:BP,intracellular signal transduction,GO:0035556,1,0,2668,63,7,21031,"IL18,SLIT2,ALK,PLCB4,CDC20,SFRP2,PDGFD"
GO:BP,DNA dealkylation,GO:0035510,1,0,39,63,1,21031,MGMT
GO:BP,sperm-egg recognition,GO:0035036,1,0,53,63,1,21031,CLGN
GO:BP,appendage morphogenesis,GO:0035107,1,0,153,63,2,21031,"SFRP2,RDH10"
GO:BP,limb morphogenesis,GO:0035108,1,0,153,63,2,21031,"SFRP2,RDH10"
GO:BP,embryonic appendage morphogenesis,GO:0035113,1,0,125,63,2,21031,"SFRP2,RDH10"
GO:BP,embryonic forelimb morphogenesis,GO:0035115,1,0,33,63,1,21031,RDH10
GO:BP,forelimb morphogenesis,GO:0035136,1,0,41,63,1,21031,RDH10
GO:BP,tube formation,GO:0035148,1,0,150,63,2,21031,"SFRP2,PAX8"
GO:BP,tube morphogenesis,GO:0035239,1,0,872,63,8,21031,"IL18,SLIT2,HHIP,SFRP2,ETS1,RDH10,CD34,PAX8"
GO:BP,response to endoplasmic reticulum stress,GO:0034976,1,0,220,63,1,21031,RNF5
GO:BP,multicellular organism growth,GO:0035264,1,0,155,63,1,21031,APBA1
GO:BP,protein mannosylation,GO:0035268,1,0,20,63,1,21031,TMTC1
GO:BP,protein O-linked mannosylation,GO:0035269,1,0,19,63,1,21031,TMTC1
GO:BP,endocrine system development,GO:0035270,1,0,142,63,1,21031,PAX8
GO:BP,segmentation,GO:0035282,1,0,106,63,1,21031,SFRP2
GO:BP,tube development,GO:0035295,1,0,1091,63,10,21031,"DPPA4,CALB1,IL18,SLIT2,HHIP,SFRP2,ETS1,RDH10,CD34,PAX8"
GO:BP,Roundabout signaling pathway,GO:0035385,1,0,5,63,1,21031,SLIT2
GO:BP,protein localization to synapse,GO:0035418,1,0,81,63,1,21031,GPC4
GO:BP,metanephric part of ureteric bud development,GO:0035502,1,0,6,63,1,21031,CALB1
GO:BP,organ growth,GO:0035265,1,0,165,63,2,21031,"ARX,KCNK2"
GO:BP,cellular response to decreased oxygen levels,GO:0036294,1,0,149,63,1,21031,KCNK2
GO:BP,regulation of mitotic sister chromatid segregation,GO:0033047,1,0,54,63,1,21031,CDC20
GO:BP,regulation of sister chromatid segregation,GO:0033045,1,0,104,63,1,21031,CDC20
GO:BP,multicellular organism reproduction,GO:0032504,1,0,978,63,2,21031,"SLIT2,DDX3Y"
GO:BP,regulation of cellular component size,GO:0032535,1,0,376,63,3,21031,"SLIT2,ISLR2,RAB3B"
GO:BP,response to vitamin K,GO:0032571,1,0,5,63,1,21031,POSTN
GO:BP,chemokine production,GO:0032602,1,0,95,63,3,21031,"IL33,POSTN,IL18"
GO:BP,granulocyte macrophage colony-stimulating factor production,GO:0032604,1,0,18,63,1,21031,IL18
GO:BP,type II interferon production,GO:0032609,1,0,118,63,2,21031,"IL33,IL18"
GO:BP,interleukin-13 production,GO:0032616,1,0,22,63,2,21031,"IL33,IL18"
GO:BP,interleukin-17 production,GO:0032620,1,0,40,63,1,21031,IL18
GO:BP,interleukin-2 production,GO:0032623,1,0,63,63,1,21031,CD34
GO:BP,interleukin-4 production,GO:0032633,1,0,33,63,1,21031,IL33
GO:BP,interleukin-5 production,GO:0032634,1,0,21,63,1,21031,IL33
GO:BP,interleukin-6 production,GO:0032635,1,0,151,63,1,21031,IL33
GO:BP,tumor necrosis factor production,GO:0032640,1,0,163,63,1,21031,IL33
GO:BP,regulation of chemokine production,GO:0032642,1,0,95,63,3,21031,"IL33,POSTN,IL18"
GO:BP,regulation of granulocyte macrophage colony-stimulating factor production,GO:0032645,1,0,18,63,1,21031,IL18
GO:BP,regulation of type II interferon production,GO:0032649,1,0,117,63,2,21031,"IL33,IL18"
GO:BP,regulation of interleukin-13 production,GO:0032656,1,0,22,63,2,21031,"IL33,IL18"
GO:BP,multicellular organismal process,GO:0032501,1,0,7669,63,35,21031,"IL33,DPPA4,APH1A,LPXN,CALB1,POSTN,IL18,RTN1,PKP2,GDPD2,SLIT2,GFAP,ALK,HHIP,MGP,CYGB,FAT3,GPC4,ASTN2,APBA1,HNMT,VLDLR,CDC20,SFRP2,ETS1,RDH10,RLBP1,CD34,ARX,DDX3Y,PAX8,ISLR2,KMT5B,KCNK2,PDGFD"
GO:BP,protein modification by small protein conjugation,GO:0032446,1,0,858,63,2,21031,"CDC20,RNF5"
GO:BP,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0032436,1,0,86,63,2,21031,"IL33,CDC20"
GO:BP,regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0032434,1,0,136,63,2,21031,"IL33,CDC20"
GO:BP,protein destabilization,GO:0031648,1,0,51,63,1,21031,RNF5
GO:BP,response to nutrient levels,GO:0031667,1,0,496,63,2,21031,"POSTN,SFRP2"
GO:BP,cellular response to extracellular stimulus,GO:0031668,1,0,274,63,2,21031,"POSTN,SFRP2"
GO:BP,cellular response to nutrient levels,GO:0031669,1,0,245,63,1,21031,POSTN
GO:BP,cellular response to nutrient,GO:0031670,1,0,49,63,1,21031,POSTN
GO:BP,positive regulation of synaptic plasticity,GO:0031915,1,0,11,63,1,21031,CDC20
GO:BP,regulation of protein autophosphorylation,GO:0031952,1,0,40,63,1,21031,PDGFD
GO:BP,positive regulation of protein autophosphorylation,GO:0031954,1,0,26,63,1,21031,PDGFD
GO:BP,regulation of interleukin-17 production,GO:0032660,1,0,40,63,1,21031,IL18
GO:BP,response to corticosteroid,GO:0031960,1,0,154,63,2,21031,"SLIT2,PTPRU"
GO:BP,negative regulation of response to external stimulus,GO:0032102,1,0,405,63,2,21031,"IL33,SLIT2"
GO:BP,positive regulation of response to external stimulus,GO:0032103,1,0,609,63,5,21031,"IL33,IL18,SLIT2,ETS1,PDGFD"
GO:BP,methylation,GO:0032259,1,0,268,63,3,21031,"MGMT,HNMT,KMT5B"
GO:BP,regulation of protein polymerization,GO:0032271,1,0,204,63,1,21031,SLIT2
GO:BP,negative regulation of protein polymerization,GO:0032272,1,0,80,63,1,21031,SLIT2
GO:BP,regulation of hormone metabolic process,GO:0032350,1,0,40,63,2,21031,"RDH10,PAX8"
GO:BP,positive regulation of hormone metabolic process,GO:0032352,1,0,15,63,2,21031,"RDH10,PAX8"
GO:BP,response to estradiol,GO:0032355,1,0,117,63,1,21031,POSTN
GO:BP,regulation of response to external stimulus,GO:0032101,1,0,1077,63,5,21031,"IL33,IL18,SLIT2,ETS1,PDGFD"
GO:BP,negative regulation of sister chromatid segregation,GO:0033046,1,0,48,63,1,21031,CDC20
GO:BP,regulation of interleukin-2 production,GO:0032663,1,0,63,63,1,21031,CD34
GO:BP,regulation of interleukin-5 production,GO:0032674,1,0,21,63,1,21031,IL33
GO:BP,regulation of protein localization,GO:0032880,1,0,889,63,2,21031,"GPC4,ASTN2"
GO:BP,secretion by cell,GO:0032940,1,0,827,63,5,21031,"SYTL1,LTBP2,APBA1,PAX8,RAB3B"
GO:BP,mononuclear cell proliferation,GO:0032943,1,0,315,63,1,21031,IL18
GO:BP,regulation of mononuclear cell proliferation,GO:0032944,1,0,241,63,1,21031,IL18
GO:BP,positive regulation of mononuclear cell proliferation,GO:0032946,1,0,147,63,1,21031,IL18
GO:BP,regulation of actin cytoskeleton organization,GO:0032956,1,0,334,63,1,21031,SLIT2
GO:BP,collagen metabolic process,GO:0032963,1,0,101,63,1,21031,CYGB
GO:BP,collagen biosynthetic process,GO:0032964,1,0,44,63,1,21031,CYGB
GO:BP,regulation of collagen biosynthetic process,GO:0032965,1,0,34,63,1,21031,CYGB
GO:BP,negative regulation of collagen biosynthetic process,GO:0032966,1,0,9,63,1,21031,CYGB
GO:BP,regulation of actin filament-based process,GO:0032970,1,0,376,63,2,21031,"PKP2,SLIT2"
GO:BP,cellular anatomical entity morphogenesis,GO:0032989,1,0,785,63,5,21031,"POSTN,SLIT2,VLDLR,ARX,ISLR2"
GO:BP,muscle cell proliferation,GO:0033002,1,0,208,63,3,21031,"IL18,KCNK2,PDGFD"
GO:BP,tetrapyrrole metabolic process,GO:0033013,1,0,64,63,1,21031,MMAB
GO:BP,macromolecule localization,GO:0033036,1,0,3210,63,12,21031,"IL33,PKP2,SYTL1,PEG10,GFAP,LTBP2,GPC4,ASTN2,APBA1,VLDLR,PTPRU,RAB3B"
GO:BP,regulation of organelle organization,GO:0033043,1,0,1173,63,3,21031,"SLIT2,CDC20,RNF5"
GO:BP,regulation of chromosome organization,GO:0033044,1,0,248,63,1,21031,CDC20
GO:BP,regulation of localization,GO:0032879,1,0,2018,63,8,21031,"PKP2,GFAP,PLCB4,GPC4,ASTN2,PAX8,RAB3B,FXYD6"
GO:BP,cellular response to hormone stimulus,GO:0032870,1,0,609,63,2,21031,"SLIT2,PAX8"
GO:BP,glomerulus development,GO:0032835,1,0,69,63,2,21031,"CD34,PDGFD"
GO:BP,positive regulation of natural killer cell proliferation,GO:0032819,1,0,10,63,1,21031,IL18
GO:BP,regulation of interleukin-6 production,GO:0032675,1,0,151,63,1,21031,IL33
GO:BP,regulation of tumor necrosis factor production,GO:0032680,1,0,163,63,1,21031,IL33
GO:BP,negative regulation of type II interferon production,GO:0032689,1,0,42,63,1,21031,IL33
GO:BP,negative regulation of interleukin-2 production,GO:0032703,1,0,27,63,1,21031,CD34
GO:BP,positive regulation of chemokine production,GO:0032722,1,0,71,63,3,21031,"IL33,POSTN,IL18"
GO:BP,positive regulation of granulocyte macrophage colony-stimulating factor production,GO:0032725,1,0,15,63,1,21031,IL18
GO:BP,positive regulation of type II interferon production,GO:0032729,1,0,76,63,1,21031,IL18
GO:BP,positive regulation of interleukin-13 production,GO:0032736,1,0,15,63,2,21031,"IL33,IL18"
GO:BP,regulation of interleukin-4 production,GO:0032673,1,0,33,63,1,21031,IL33
GO:BP,positive regulation of interleukin-17 production,GO:0032740,1,0,27,63,1,21031,IL18
GO:BP,positive regulation of interleukin-5 production,GO:0032754,1,0,12,63,1,21031,IL33
GO:BP,positive regulation of interleukin-6 production,GO:0032755,1,0,97,63,1,21031,IL33
GO:BP,positive regulation of tumor necrosis factor production,GO:0032760,1,0,101,63,1,21031,IL33
GO:BP,RNA biosynthetic process,GO:0032774,1,0,3601,63,9,21031,"IL33,LPXN,IL18,ALK,NFIX,SFRP2,ETS1,ARX,PAX8"
GO:BP,monocarboxylic acid metabolic process,GO:0032787,1,0,629,63,3,21031,"FADS2,CYGB,RDH10"
GO:BP,regulation of natural killer cell activation,GO:0032814,1,0,39,63,1,21031,IL18
GO:BP,positive regulation of natural killer cell activation,GO:0032816,1,0,22,63,1,21031,IL18
GO:BP,regulation of natural killer cell proliferation,GO:0032817,1,0,12,63,1,21031,IL18
GO:BP,positive regulation of interleukin-4 production,GO:0032753,1,0,26,63,1,21031,IL33
GO:BP,macrophage colony-stimulating factor production,GO:0036301,1,0,6,63,1,21031,CD34
GO:BP,post-anal tail morphogenesis,GO:0036342,1,0,20,63,1,21031,SFRP2
GO:BP,ERAD pathway,GO:0036503,1,0,56,63,1,21031,RNF5
GO:BP,modification-dependent macromolecule catabolic process,GO:0043632,1,0,620,63,3,21031,"IL33,CDC20,RNF5"
GO:BP,linoleic acid metabolic process,GO:0043651,1,0,21,63,1,21031,FADS2
GO:BP,post-translational protein modification,GO:0043687,1,0,1021,63,2,21031,"CDC20,RNF5"
GO:BP,protein-containing complex organization,GO:0043933,1,0,4074,63,9,21031,"LPXN,PEG10,SLIT2,MMAB,GFAP,APBA1,CLGN,KMT5B,COA4"
GO:BP,regulation of system process,GO:0044057,1,0,542,63,1,21031,PKP2
GO:BP,cellular component biogenesis,GO:0044085,1,0,4955,63,14,21031,"LPXN,RTN1,PKP2,PEG10,SLIT2,MMAB,GFAP,GPC4,APBA1,CDC20,RNF5,CD34,CLGN,COA4"
GO:BP,regulation of cellular component biogenesis,GO:0044087,1,0,971,63,4,21031,"SLIT2,GFAP,GPC4,RNF5"
GO:BP,regulation of vacuole organization,GO:0044088,1,0,57,63,1,21031,RNF5
GO:BP,positive regulation of molecular function,GO:0044093,1,0,1097,63,4,21031,"APH1A,IL18,ALK,CDC20"
GO:BP,cellular metabolic process,GO:0044237,1,0,12881,63,35,21031,"IL33,APH1A,LPXN,POSTN,IL18,SLIT2,MMAB,NQO2,GFAP,ALK,NFIX,MGMT,FADS2,CYGB,GMDS,APBA1,NEIL2,HNMT,PPIL3,NRK,TMTC1,SFRP2,ETS1,RDH10,RLBP1,RNF5,CD34,ARX,CLGN,PAX8,PTPRU,KMT5B,KCNK2,PDGFD,GSTM5"
GO:BP,primary metabolic process,GO:0044238,1,0,12505,63,34,21031,"IL33,APH1A,LPXN,IL18,RTN1,GDPD2,SLIT2,MMAB,GFAP,ALK,NFIX,MGMT,FADS2,CYGB,GMDS,PLCB4,NEIL2,VLDLR,PPIL3,NRK,TMTC1,CDC20,SFRP2,ETS1,RDH10,RLBP1,RNF5,ARX,CLGN,PAX8,PTPRU,KMT5B,KCNK2,PDGFD"
GO:BP,lipid digestion,GO:0044241,1,0,21,63,1,21031,ARX
GO:BP,cellular catabolic process,GO:0044248,1,0,1600,63,5,21031,"NQO2,GFAP,NEIL2,HNMT,RNF5"
GO:BP,cellular biosynthetic process,GO:0044249,1,0,10565,63,23,21031,"IL33,APH1A,LPXN,POSTN,IL18,MMAB,GFAP,ALK,NFIX,FADS2,GMDS,APBA1,PPIL3,TMTC1,SFRP2,ETS1,RDH10,CD34,ARX,CLGN,PAX8,KMT5B,KCNK2"
GO:BP,cellular lipid metabolic process,GO:0044255,1,0,1005,63,4,21031,"FADS2,CYGB,RDH10,RLBP1"
GO:BP,cellular nitrogen compound catabolic process,GO:0044270,1,0,567,63,2,21031,"NEIL2,HNMT"
GO:BP,cellular nitrogen compound biosynthetic process,GO:0044271,1,0,4836,63,11,21031,"IL33,LPXN,IL18,ALK,NFIX,GMDS,SFRP2,ETS1,ARX,PAX8,KCNK2"
GO:BP,amide metabolic process,GO:0043603,1,0,1194,63,3,21031,"APH1A,RTN1,GSTM5"
GO:BP,skin development,GO:0043588,1,0,321,63,1,21031,IL18
GO:BP,nose development,GO:0043584,1,0,16,63,1,21031,RDH10
GO:BP,ear development,GO:0043583,1,0,234,63,4,21031,"CALB1,RDH10,PAX8,KCNK2"
GO:BP,response to external biotic stimulus,GO:0043207,1,0,1551,63,3,21031,"IL33,IL18,RNF5"
GO:BP,regulation of protein-containing complex assembly,GO:0043254,1,0,417,63,2,21031,"SLIT2,GFAP"
GO:BP,regulation of monoatomic ion transport,GO:0043269,1,0,451,63,2,21031,"PKP2,FXYD6"
GO:BP,positive regulation of monoatomic ion transport,GO:0043270,1,0,209,63,1,21031,PKP2
GO:BP,"CD4-positive, alpha-beta T cell differentiation",GO:0043367,1,0,94,63,1,21031,IL18
GO:BP,"regulation of CD4-positive, alpha-beta T cell differentiation",GO:0043370,1,0,54,63,1,21031,IL18
GO:BP,"positive regulation of CD4-positive, alpha-beta T cell differentiation",GO:0043372,1,0,33,63,1,21031,IL18
GO:BP,regulation of MAPK cascade,GO:0043408,1,0,643,63,1,21031,PDGFD
GO:BP,small molecule metabolic process,GO:0044281,1,0,1813,63,10,21031,"MMAB,NQO2,FADS2,CYGB,GMDS,NEIL2,HNMT,VLDLR,RDH10,RLBP1"
GO:BP,positive regulation of MAPK cascade,GO:0043410,1,0,461,63,1,21031,PDGFD
GO:BP,macromolecule glycosylation,GO:0043413,1,0,223,63,1,21031,TMTC1
GO:BP,macromolecule methylation,GO:0043414,1,0,178,63,1,21031,MGMT
GO:BP,oxoacid metabolic process,GO:0043436,1,0,921,63,4,21031,"FADS2,CYGB,HNMT,RDH10"
GO:BP,phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:0043491,1,0,293,63,2,21031,"IL18,PDGFD"
GO:BP,blood vessel endothelial cell migration,GO:0043534,1,0,117,63,2,21031,"SLIT2,ETS1"
GO:BP,regulation of blood vessel endothelial cell migration,GO:0043535,1,0,91,63,1,21031,ETS1
GO:BP,positive regulation of blood vessel endothelial cell migration,GO:0043536,1,0,54,63,1,21031,ETS1
GO:BP,endothelial cell migration,GO:0043542,1,0,219,63,3,21031,"LPXN,SLIT2,ETS1"
GO:BP,macromolecule modification,GO:0043412,1,0,3262,63,13,21031,"IL18,SLIT2,ALK,MGMT,NEIL2,PPIL3,NRK,TMTC1,CDC20,SFRP2,RNF5,PTPRU,PDGFD"
GO:BP,response to amino acid,GO:0043200,1,0,127,63,1,21031,PDGFD
GO:BP,small molecule catabolic process,GO:0044282,1,0,379,63,2,21031,"NQO2,HNMT"
GO:BP,cell-cell adhesion mediated by cadherin,GO:0044331,1,0,48,63,1,21031,PTPRU
GO:BP,external encapsulating structure organization,GO:0045229,1,0,326,63,3,21031,"POSTN,GFAP,SFRP2"
GO:BP,"mRNA trans splicing, SL addition",GO:0045291,1,0,1142,63,1,21031,MMAB
GO:BP,leukocyte activation,GO:0045321,1,0,946,63,3,21031,"IL33,IL18,KMT5B"
GO:BP,MHC class I biosynthetic process,GO:0045341,1,0,8,63,1,21031,IL33
GO:BP,MHC class II biosynthetic process,GO:0045342,1,0,19,63,1,21031,IL33
GO:BP,regulation of MHC class I biosynthetic process,GO:0045343,1,0,8,63,1,21031,IL33
GO:BP,positive regulation of MHC class I biosynthetic process,GO:0045345,1,0,6,63,1,21031,IL33
GO:BP,regulation of MHC class II biosynthetic process,GO:0045346,1,0,18,63,1,21031,IL33
GO:BP,positive regulation of MHC class II biosynthetic process,GO:0045348,1,0,14,63,1,21031,IL33
GO:BP,fat cell differentiation,GO:0045444,1,0,237,63,1,21031,SFRP2
GO:BP,myoblast differentiation,GO:0045445,1,0,112,63,1,21031,IL18
GO:BP,regulation of T cell differentiation,GO:0045580,1,0,181,63,1,21031,IL18
GO:BP,response to other organism,GO:0051707,1,0,1548,63,3,21031,"IL33,IL18,RNF5"
GO:BP,regulation of cell differentiation,GO:0045595,1,0,1576,63,12,21031,"IL33,IL18,PKP2,GDPD2,SLIT2,GFAP,ALK,SFRP2,ETS1,CD34,PAX8,ISLR2"
GO:BP,negative regulation of cell differentiation,GO:0045596,1,0,681,63,3,21031,"IL18,PKP2,SFRP2"
GO:BP,regulation of fat cell differentiation,GO:0045598,1,0,131,63,1,21031,SFRP2
GO:BP,positive regulation of fat cell differentiation,GO:0045600,1,0,67,63,1,21031,SFRP2
GO:BP,cell-cell junction organization,GO:0045216,1,0,215,63,1,21031,PKP2
GO:BP,regulation of isotype switching,GO:0045191,1,0,38,63,1,21031,KMT5B
GO:BP,isotype switching,GO:0045190,1,0,54,63,1,21031,KMT5B
GO:BP,establishment of protein localization,GO:0045184,1,0,1924,63,8,21031,"IL33,SYTL1,GFAP,LTBP2,ASTN2,APBA1,VLDLR,RAB3B"
GO:BP,cellular response to fibroblast growth factor stimulus,GO:0044344,1,0,108,63,2,21031,"POSTN,HHIP"
GO:BP,biological process involved in interspecies interaction between organisms,GO:0044419,1,0,1724,63,3,21031,"IL33,IL18,RNF5"
GO:BP,cell cycle phase transition,GO:0044770,1,0,537,63,1,21031,CDC20
GO:BP,meiotic cell cycle phase transition,GO:0044771,1,0,15,63,1,21031,CDC20
GO:BP,mitotic cell cycle phase transition,GO:0044772,1,0,432,63,1,21031,CDC20
GO:BP,metaphase/anaphase transition of cell cycle,GO:0044784,1,0,97,63,1,21031,CDC20
GO:BP,metaphase/anaphase transition of meiotic cell cycle,GO:0044785,1,0,7,63,1,21031,CDC20
GO:BP,depyrimidination,GO:0045008,1,0,8,63,1,21031,NEIL2
GO:BP,small molecule biosynthetic process,GO:0044283,1,0,592,63,2,21031,"FADS2,RDH10"
GO:BP,T-helper 2 cell differentiation,GO:0045064,1,0,19,63,1,21031,IL18
GO:BP,intermediate filament-based process,GO:0045103,1,0,95,63,2,21031,"PKP2,GFAP"
GO:BP,intermediate filament cytoskeleton organization,GO:0045104,1,0,94,63,2,21031,"PKP2,GFAP"
GO:BP,intermediate filament organization,GO:0045109,1,0,73,63,2,21031,"PKP2,GFAP"
GO:BP,intermediate filament bundle assembly,GO:0045110,1,0,8,63,1,21031,PKP2
GO:BP,cellular extravasation,GO:0045123,1,0,75,63,1,21031,PDGFD
GO:BP,development of primary sexual characteristics,GO:0045137,1,0,239,63,3,21031,"SLIT2,SFRP2,RDH10"
GO:BP,cell fate commitment,GO:0045165,1,0,290,63,3,21031,"TM2D3,SFRP2,ARX"
GO:BP,cell-cell signaling involved in cell fate commitment,GO:0045168,1,0,3,63,1,21031,TM2D3
GO:BP,innate immune response,GO:0045087,1,0,965,63,1,21031,IL18
GO:BP,macromolecule metabolic process,GO:0043170,1,0,12170,63,29,21031,"IL33,APH1A,LPXN,POSTN,IL18,RTN1,SLIT2,MMAB,GFAP,ALK,NFIX,MGMT,APBA1,NEIL2,PPIL3,NRK,TMTC1,CDC20,SFRP2,ETS1,RNF5,CD34,ARX,CLGN,PAX8,PTPRU,KMT5B,KCNK2,PDGFD"
GO:BP,proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0043161,1,0,400,63,2,21031,"IL33,CDC20"
GO:BP,negative regulation of vascular permeability,GO:0043116,1,0,19,63,1,21031,SLIT2
GO:BP,positive regulation of T cell proliferation,GO:0042102,1,0,103,63,1,21031,IL18
GO:BP,positive regulation of activated T cell proliferation,GO:0042104,1,0,25,63,1,21031,IL18
GO:BP,T cell activation,GO:0042110,1,0,555,63,1,21031,IL18
GO:BP,B cell activation,GO:0042113,1,0,281,63,1,21031,KMT5B
GO:BP,macrophage activation,GO:0042116,1,0,106,63,1,21031,IL33
GO:BP,neutrophil activation,GO:0042119,1,0,42,63,1,21031,IL18
GO:BP,regulation of cell population proliferation,GO:0042127,1,0,1683,63,10,21031,"IL33,IL18,GFAP,ALK,SFRP2,ETS1,ARX,PTPRU,KCNK2,PDGFD"
GO:BP,regulation of T cell proliferation,GO:0042129,1,0,181,63,1,21031,IL18
GO:BP,regulation of protein catabolic process,GO:0042176,1,0,365,63,3,21031,"IL33,GFAP,CDC20"
GO:BP,cellular ketone metabolic process,GO:0042180,1,0,223,63,2,21031,"NQO2,RDH10"
GO:BP,ketone catabolic process,GO:0042182,1,0,16,63,1,21031,NQO2
GO:BP,response to chemical,GO:0042221,1,0,3957,63,14,21031,"IL33,CALB1,POSTN,IL18,SLIT2,ALK,CYGB,SFRP2,ETS1,RNF5,PAX8,PTPRU,KCNK2,PDGFD"
GO:BP,tissue regeneration,GO:0042246,1,0,80,63,1,21031,POSTN
GO:BP,establishment of planar polarity of embryonic epithelium,GO:0042249,1,0,15,63,1,21031,SFRP2
GO:BP,natural killer cell mediated cytotoxicity,GO:0042267,1,0,72,63,1,21031,IL18
