Category,Term,ID,adj_pval,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,Genes
GO:MF,inorganic anion transmembrane transporter activity,GO:0015103,1,0,150,418,2,20212,"ANO6,GET3"
GO:MF,magnesium ion transmembrane transporter activity,GO:0015095,1,0,16,418,1,20212,TUSC3
GO:MF,calcium ion transmembrane transporter activity,GO:0015085,1,0,145,418,9,20212,"ANXA6,GPM6A,ITPR1,GRIN1,TRPM4,TRPV2,ANXA2,TRPC4,ITPR3"
GO:MF,sodium ion transmembrane transporter activity,GO:0015081,1,0,158,418,1,20212,TRPM4
GO:MF,potassium ion transmembrane transporter activity,GO:0015079,1,0,161,418,1,20212,KCNK2
GO:MF,proton transmembrane transporter activity,GO:0015078,1,0,144,418,1,20212,HVCN1
GO:MF,monoatomic ion transmembrane transporter activity,GO:0015075,1,0,727,418,13,20212,"HVCN1,ANXA6,GPM6A,ITPR1,KCNK2,GRIN1,TRPM4,TRPV2,ANO6,ANXA2,TRPC4,ITPR3,TUSC3"
GO:MF,glutathione disulfide oxidoreductase activity,GO:0015038,1,0,5,418,1,20212,GSTO1
GO:MF,disulfide oxidoreductase activity,GO:0015036,1,0,39,418,1,20212,GSTO1
GO:MF,coreceptor activity,GO:0015026,1,0,57,418,1,20212,CSPG4
GO:MF,histone H4 acetyltransferase activity,GO:0010485,1,0,22,418,2,20212,"NAA50,HAT1"
GO:MF,FMN binding,GO:0010181,1,0,15,418,2,20212,"MTRR,PNPO"
GO:MF,cholesterol binding,GO:0015485,1,0,52,418,2,20212,"ANXA6,CAV1"
GO:MF,tubulin binding,GO:0015631,1,0,389,418,17,20212,"PSRC1,NEIL2,DCLK1,TIAM1,CLIP2,SUN2,FSD1,EMD,BBS4,DDX3X,KIF7,RCC2,NUMA1,5MP1,IFT74,TBCD,REEP3"
GO:MF,fatty acid ligase activity,GO:0015645,1,0,26,418,2,20212,"ACSL1,ACSS3"
GO:MF,galactosidase activity,GO:0015925,1,0,6,418,1,20212,NAGA
GO:MF,glutamate binding,GO:0016595,1,0,9,418,1,20212,GRIN1
GO:MF,glycine binding,GO:0016594,1,0,11,418,1,20212,GRIN1
GO:MF,cyclin-dependent protein serine/threonine kinase regulator activity,GO:0016538,1,0,48,418,2,20212,"CCNY,CCND3"
GO:MF,metallochaperone activity,GO:0016530,1,0,14,418,1,20212,NUBPL
GO:MF,peptidase activator activity,GO:0016504,1,0,52,418,4,20212,"SFRP2,WDR48,CAV1,DMWD"
GO:MF,protein-hormone receptor activity,GO:0016500,1,0,21,418,1,20212,PAX8
GO:MF,pyrophosphatase activity,GO:0016462,1,0,794,418,25,20212,"NTPCR,ENPP4,GBP1,GBP2,DCPS,ENPP5,RHOJ,MYO1E,DHX29,DDX56,DDX17,RGS10,CHD1L,PLPP6,DDX3X,KIF7,DDX31,GET3,RGS20,AGAP3,XRCC6,RALB,CHD1,RAD50,NUDT4"
GO:MF,rRNA (cytosine) methyltransferase activity,GO:0016434,1,0,4,418,1,20212,NOP2
GO:MF,N-acyltransferase activity,GO:0016410,1,0,94,418,3,20212,"NAA50,TGM2,HAT1"
GO:MF,acetyltransferase activity,GO:0016407,1,0,95,418,2,20212,"NAA50,HAT1"
GO:MF,CoA-ligase activity,GO:0016405,1,0,28,418,2,20212,"ACSL1,ACSS3"
GO:MF,voltage-gated monoatomic ion channel activity,GO:0005244,1,0,183,418,4,20212,"HVCN1,KCNK2,GRIN1,ANO6"
GO:MF,dimethylargininase activity,GO:0016403,1,0,2,418,1,20212,DDAH2
GO:MF,palmitoyl-CoA oxidase activity,GO:0016401,1,0,4,418,1,20212,ACOX2
GO:MF,kinase activity,GO:0016301,1,0,787,418,25,20212,"TNIK,EGFR,MET,MAST4,DCLK1,PAK3,MAPK3,DGKK,EPHB4,FGFR1,EPHB2,JAK1,JAK2,STK38,TKFC,GALK1,RIOK1,TAOK3,FER,COASY,CDK5,PXK,RIOK2,CCND3,NEK9"
GO:MF,lipase activity,GO:0016298,1,0,133,418,4,20212,"PLD2,ABHD6,NCEH1,PLD1"
GO:MF,protein-lysine N-methyltransferase activity,GO:0016279,1,0,61,418,1,20212,KMT5B
GO:MF,lysine N-methyltransferase activity,GO:0016278,1,0,62,418,1,20212,KMT5B
GO:MF,channel inhibitor activity,GO:0016248,1,0,39,418,3,20212,"ITPR1,KCNK2,CAV1"
GO:MF,channel regulator activity,GO:0016247,1,0,148,418,5,20212,"ITPR1,KCNK2,SNF8,FXYD6,CAV1"
GO:MF,steroid dehydrogenase activity,GO:0016229,1,0,37,418,2,20212,"DHRS1,RDH5"
GO:MF,antioxidant activity,GO:0016209,1,0,82,418,4,20212,"CYGB,PXDN,GSTO1,SESN2"
GO:MF,cyclosporin A binding,GO:0016018,1,0,20,418,1,20212,PPIH
GO:MF,hexosaminidase activity,GO:0015929,1,0,15,418,1,20212,NAGA
GO:MF,pristanoyl-CoA oxidase activity,GO:0016402,1,0,1,418,1,20212,ACOX3
GO:MF,extracellular ligand-gated monoatomic ion channel activity,GO:0005230,1,0,74,418,1,20212,GRIN1
GO:MF,intracellular calcium activated chloride channel activity,GO:0005229,1,0,18,418,1,20212,ANO6
GO:MF,calcium-activated cation channel activity,GO:0005227,1,0,27,418,2,20212,"TRPM4,ANO6"
GO:MF,protein-glutamine gamma-glutamyltransferase activity,GO:0003810,1,0,10,418,1,20212,TGM2
GO:MF,microtubule motor activity,GO:0003777,1,0,68,418,1,20212,KIF7
GO:MF,cytoskeletal motor activity,GO:0003774,1,0,115,418,5,20212,"MYO1B,MYO1C,MYO1E,MYO1D,KIF7"
GO:MF,peptidyl-prolyl cis-trans isomerase activity,GO:0003755,1,0,45,418,2,20212,"PPIH,FKBP5"
GO:MF,translation initiation factor activity,GO:0003743,1,0,55,418,3,20212,"GMPPA,DHX29,EIF3J"
GO:MF,mRNA 3'-UTR binding,GO:0003730,1,0,111,418,2,20212,"DDX17,PARN"
GO:MF,mRNA binding,GO:0003729,1,0,369,418,7,20212,"LARP7,DDX17,PTBP2,DDX3X,PARN,KHNYN,RBM42"
GO:MF,single-stranded RNA binding,GO:0003727,1,0,86,418,2,20212,"IFIT5,DDX3X"
GO:MF,double-stranded RNA binding,GO:0003725,1,0,73,418,1,20212,TLR3
GO:MF,RNA helicase activity,GO:0003724,1,0,76,418,5,20212,"DHX29,DDX56,DDX17,DDX3X,DDX31"
GO:MF,RNA binding,GO:0003723,1,0,3123,418,55,20212,"MMAB,NTPCR,HMGA1,TRIP6,ZMAT3,MTO1,IFIT5,SETX,ELP1,SNTB2,DCPS,BICC1,LARP7,SYNJ2,NOC3L,RRP1B,DHX29,BOP1,LRP1,TLR3,NOP2,DDX56,NOM1,DDX17,APEX1,PLEC,SRSF6,PTBP2,TOP3B,DDX3X,PARN,OTUD4,RCC2,DDX31,ANXA2,SURF6,5MP1,CTU1,NOLC1,CDC5L,RRBP1,XRCC6,UBA1,CKAP4,SRSF5,ZC3H4,RBM28,KHNYN,ELP5,NOC2L,BTF3,RBM42,NUDT4,SSRP1,MAK16"
GO:MF,transcription corepressor activity,GO:0003714,1,0,197,418,5,20212,"HDAC7,APEX1,NCOR1,NOC2L,TLE5"
GO:MF,transcription coactivator activity,GO:0003713,1,0,290,418,12,20212,"PML,HMGA1,LPIN1,ARRB1,RRP1B,MED17,DDX17,APEX1,XPC,TACC1,TADA1,ZMIZ1"
GO:MF,transcription coregulator activity,GO:0003712,1,0,524,418,17,20212,"LPXN,PML,HMGA1,LPIN1,ARRB1,RRP1B,HDAC7,MED17,DDX17,APEX1,XPC,TACC1,TADA1,NCOR1,NOC2L,TLE5,ZMIZ1"
GO:MF,DNA-binding transcription factor activity,GO:0003700,1,0,1439,418,19,20212,"NFIX,RUNX1,NFIB,JUNB,ARX,NFKB2,HIC1,PAX8,DACH1,RELB,SMAD5,ERF,ZEB1,NFIC,NPAS3,CDC5L,TEAD1,FOXO3,CTCF"
GO:MF,single-stranded DNA binding,GO:0003697,1,0,121,418,5,20212,"XPC,5MP1,ERCC5,WDR48,RAD50"
GO:MF,double-stranded DNA binding,GO:0003690,1,0,1637,418,32,20212,"NFIX,RUNX1,EGFR,HMGA1,NFIB,JUNB,ARX,NFKB2,IFIT5,HIC1,PAX8,SETX,DACH1,RELB,SMAD5,BMI1,ZEB1,APEX1,XPC,NFIC,KDM6A,5MP1,NPAS3,CDC5L,TEAD1,XRCC6,FOXO3,ERCC5,CTCF,WDR48,NCOR1,RAD50"
GO:MF,damaged DNA binding,GO:0003684,1,0,73,418,6,20212,"NEIL2,CUL4B,APEX1,XPC,XRCC6,ERCC5"
GO:MF,chromatin binding,GO:0003682,1,0,602,418,19,20212,"EGFR,HMGA1,ARX,KMT5B,NOC3L,BMI1,ZEB1,HDAC7,APEX1,CHD1L,KDM6A,IFT74,BRD3,FOXO3,CHD1,CTCF,ZC3H4,NOC2L,SSRP1"
GO:MF,minor groove of adenine-thymine-rich DNA binding,GO:0003680,1,0,11,418,2,20212,"HMGA1,5MP1"
GO:MF,DNA helicase activity,GO:0003678,1,0,59,418,5,20212,"SETX,CHD1L,DDX3X,XRCC6,RAD50"
GO:MF,DNA binding,GO:0003677,1,0,2532,418,43,20212,"NFIX,PML,RUNX1,EGFR,NEIL2,HMGA1,NFIB,JUNB,ARX,NFKB2,IFIT5,HIC1,PAX8,SETX,DACH1,KDM5C,RELB,SMAD5,PARP4,BMI1,ERF,ZEB1,CUL4B,APEX1,XPC,NFIC,TOP3B,DDX3X,KDM6A,SURF6,5MP1,NPAS3,CDC5L,TEAD1,XRCC6,FOXO3,ERCC5,CHD1,CTCF,WDR48,NCOR1,RAD50,SSRP1"
GO:MF,nucleic acid binding,GO:0003676,1,0,5491,418,92,20212,"MMAB,NFIX,PML,RUNX1,NTPCR,EGFR,NEIL2,HMGA1,EHD3,TRIP6,NFIB,JUNB,ARX,ZMAT3,MTO1,NFKB2,IFIT5,HIC1,PAX8,SETX,ELP1,EHD2,DACH1,GMPPA,SNTB2,DCPS,BICC1,LARP7,SYNJ2,KDM5C,RELB,NOC3L,RRP1B,SMAD5,PARP4,DHX29,BMI1,ERF,BOP1,ZEB1,LRP1,EIF3J,TLR3,NOP2,DDX56,NOM1,DDX17,CUL4B,APEX1,PLEC,XPC,SRSF6,NFIC,PTBP2,TOP3B,DDX3X,PARN,KDM6A,OTUD4,RCC2,DDX31,ANXA2,SURF6,5MP1,CTU1,NPAS3,NOLC1,CDC5L,TEAD1,RRBP1,XRCC6,FOXO3,UBA1,EXOG,ERCC5,CHD1,CTCF,WDR48,CKAP4,SRSF5,ZC3H4,RBM28,KHNYN,NCOR1,ELP5,NOC2L,BTF3,RBM42,RAD50,NUDT4,SSRP1,MAK16"
GO:MF,gamma-glutamylcyclotransferase activity,GO:0003839,1,0,4,418,1,20212,GGCT
GO:MF,molecular_function,GO:0003674,1,0,20212,418,418,20212,"IL33,SNED1,LPXN,CALB1,POSTN,RTN1,EFHD2,GDPD2,SVIL,MMAB,HEPH,NQO2,LAMB2,GFAP,HHIP,LTBP2,MGP,KANK2,PLD2,NFIX,PML,RUNX1,STX1B,GPR39,CD109,CYGB,GMDS,HSPB6,TNIK,FHL1,NTPCR,EGFR,LTBP3,LRRN1,CAPG,ASTN2,SYNE3,PSRC1,PTPRJ,MET,NEIL2,MAST4,HVCN1,FHOD1,HNMT,CPNE1,DCLK1,HMGA1,CD9,VWA1,ACOX2,CPNE8,TIAM1,NCAM1,DMD,CSPG4,RIN1,TMTC1,PTX3,EHD3,TRIP6,ANXA6,NFIB,ENPP4,GBP1,MVP,GPM6A,SFRP2,RDH10,RLBP1,JUNB,PXDN,FMNL3,CD34,CCNY,ASAP2,NAMPT,PTPRA,ARX,LAMA4,ACSL1,GBP2,MPI,LPIN1,GSTO1,PAMR1,CSPG2,TIMP3,UBTD1,ZMAT3,PAK3,IRS1,MTO1,ASPH,NFKB2,MMP14,IRS2,CLGN,IFIT5,MAPK3,EHD1,PREX1,NUBPL,ANXA5,AMPD2,WDR81,DPF3,CLIP2,SDC4,HIC1,DISP2,SUN2,PAX8,NHSL2,SETX,PDZD8,MYO1B,ABHD6,DOCK4,ITPR1,HEBP2,PSD3,DPH2,PCDH1,PTPRU,ETHE1,AMPH,MTRR,OGFR,ELP1,EHD2,ARRB1,MYO1C,NT5C,LOXL1,DACH1,SIPA1,EPS8,STON1,ISLR2,RHPN2,MYORG,GMPPA,NFASC,KMT5B,SNTB2,SASH1,UGDH,DCPS,KCNK2,GFPT2,FABP7,GRIN1,DGKK,CMBL,PBLD,PRR14,STOM,ENPP5,FAT4,NAA50,BICC1,CHMP6,NCEH1,PAXX,MDGA1,GYS1,SMAP1,TMCC3,SOCS6,RHOJ,EPHB4,LARP7,ROBO1,PDRG1,THOP1,NID2,BAG5,TRPM4,KANK1,RTTN,PPIH,MYO1E,DHRS3,SYNJ2,FGFR1,GAS6,SESN3,BBS2,LAMA5,TRPV2,KDM5C,RELB,NOC3L,RRP1B,SMAD5,EPHB2,PARP4,DHX29,JAK1,BMI1,MOCS3,ERF,FRMD5,BOP1,SNF8,BIN1,IFT88,ZEB1,FSD1,IPO4,LRP1,CBR3,PLS1,MYADM,PLPP2,EVA1B,ACSS3,ANO6,HDAC7,PHIP,EIF3J,ATG7,PLOD3,TLR3,NOP2,WDR59,SULF2,MED17,DDX56,NOM1,EMD,PARD3,DHRS1,DDX17,CUL4B,APEX1,BBS4,ATE1,UNKL,NINL,MTAP,RDH5,PTPRS,FKBP5,JAK2,SDSL,ICAM1,RGL2,ACOX3,GGCT,WDR91,RGS10,CMC1,GPSM1,RWDD1,PCDH9,CAV2,TGM2,CHD1L,OTUB1,CD276,PIGG,KLHL4,ALDOC,NPRL2,CD44,PLPP6,PIGN,EOGT,RDH13,NNMT,MEGF8,PLEC,BOC,XPC,CDON,EFHD1,SRSF6,TACC2,GPC1,STK38,NFIC,TXLNG,PTBP2,ARSJ,TOP3B,SCLY,AP1S1,MYO1D,LAMC1,OPHN1,DEGS1,TKFC,DDX3X,GALK1,PALS2,PARN,RIOK1,FZD6,NEO1,KIF7,TAOK3,ADPRS,FXYD6,SNX15,KDM6A,OTUD4,RCC2,COPRS,ZFP91,PNPO,IPO8,ANK1,HTRA1,NUMA1,FER,DOCK6,COASY,DDX31,GET3,ANXA2,ANXA1,LRCH2,SUOX,GSTM5,SURF6,SAMD9,CDK5,GRB10,5MP1,BROX,RGS20,CTU1,UNC5B,ARMC5,AGAP3,TRPC4,FAF1,PXK,IFT74,NPAS3,SESN2,NOLC1,SYNE2,NAGA,BRD3,HAT1,TBCD,CDC5L,TRAF2,TEAD1,TACC1,RRBP1,XRCC6,RALB,AMPD3,FOXO3,UBA1,EXOG,REEP3,ERCC5,THSD4,GGT5,WIPF1,TADA1,ASAP1,CHD1,UBXN1,LMO7,UACA,ITPR3,CTF1,ARRB2,CTCF,SPON1,CDC26,WDR48,CKAP4,DTNA,RAI14,SRSF5,CAV1,CRTC3,CYREN,SLX9,ZC3H4,RBM28,TTC27,KHNYN,NCOR1,ELP5,NOC2L,LIFR,SDC3,FGD1,BTF3,SSH3,TLE5,UBXN7,RIOK2,GFPT1,DMWD,CCND3,RBM42,PLD1,RAD50,TWSG1,NEK9,NUDT4,ZMIZ1,DDAH2,SSRP1,MAK16,OARD1,TUSC3,DOHH,HACL1"
GO:MF,DNA-(apurinic or apyrimidinic site) endonuclease activity,GO:0003906,1,0,13,418,3,20212,"NEIL2,HMGA1,APEX1"
GO:MF,"DNA topoisomerase type I (single strand cut, ATP-independent) activity",GO:0003917,1,0,4,418,1,20212,TOP3B
GO:MF,fructose-bisphosphate aldolase activity,GO:0004332,1,0,3,418,1,20212,ALDOC
GO:MF,ferroxidase activity,GO:0004322,1,0,6,418,1,20212,HEPH
GO:MF,serine-type endopeptidase activity,GO:0004252,1,0,180,418,3,20212,"PAMR1,MMP14,HTRA1"
GO:MF,metalloendopeptidase activity,GO:0004222,1,0,109,418,2,20212,"MMP14,THOP1"
GO:MF,aminopeptidase activity,GO:0004177,1,0,39,418,1,20212,MMP14
GO:MF,endopeptidase activity,GO:0004175,1,0,396,418,5,20212,"CPNE1,PAMR1,MMP14,THOP1,HTRA1"
GO:MF,dolichyl-phosphate-mannose-protein mannosyltransferase activity,GO:0004169,1,0,8,418,1,20212,TMTC1
GO:MF,ATP-dependent diacylglycerol kinase activity,GO:0004143,1,0,11,418,1,20212,DGKK
GO:MF,dephospho-CoA kinase activity,GO:0004140,1,0,2,418,1,20212,COASY
GO:MF,catalase activity,GO:0004096,1,0,3,418,1,20212,CYGB
GO:MF,carbonyl reductase (NADPH) activity,GO:0004090,1,0,8,418,2,20212,"CBR3,DHRS1"
GO:MF,arylsulfatase activity,GO:0004065,1,0,13,418,2,20212,"SULF2,ARSJ"
GO:MF,arginyl-tRNA--protein transferase activity,GO:0004057,1,0,1,418,1,20212,ATE1
GO:MF,aldo-keto reductase (NADP) activity,GO:0004033,1,0,30,418,3,20212,"RDH10,DHRS3,RDH13"
GO:MF,acyl-CoA oxidase activity,GO:0003997,1,0,7,418,2,20212,"ACOX2,ACOX3"
GO:MF,acetate-CoA ligase activity,GO:0003987,1,0,4,418,1,20212,ACSS3
GO:MF,UDP-glucose 6-dehydrogenase activity,GO:0003979,1,0,1,418,1,20212,UGDH
GO:MF,NADPH-hemoprotein reductase activity,GO:0003958,1,0,3,418,1,20212,MTRR
GO:MF,NAD(P)H dehydrogenase (quinone) activity,GO:0003955,1,0,45,418,2,20212,"NQO2,CBR3"
GO:MF,NAD+ ADP-ribosyltransferase activity,GO:0003950,1,0,24,418,1,20212,PARP4
GO:MF,L-serine ammonia-lyase activity,GO:0003941,1,0,3,418,1,20212,SDSL
GO:MF,G protein activity,GO:0003925,1,0,44,418,2,20212,"GBP1,RALB"
GO:MF,GTPase activity,GO:0003924,1,0,335,418,9,20212,"NTPCR,GBP1,GBP2,RHOJ,RGS10,DDX3X,RGS20,AGAP3,RALB"
GO:MF,DNA topoisomerase activity,GO:0003916,1,0,7,418,1,20212,TOP3B
GO:MF,leukotriene-C(4) hydrolase,GO:0002951,1,0,2,418,1,20212,GGT5
GO:MF,dystroglycan binding,GO:0002162,1,0,11,418,2,20212,"DMD,PLEC"
GO:MF,interleukin-33 receptor binding,GO:0002112,1,0,1,418,1,20212,IL33
GO:MF,RNA polymerase II complex binding,GO:0000993,1,0,35,418,1,20212,ERCC5
GO:MF,cis-regulatory region sequence-specific DNA binding,GO:0000987,1,0,1203,418,18,20212,"NFIX,RUNX1,HMGA1,NFIB,JUNB,ARX,NFKB2,PAX8,DACH1,RELB,SMAD5,BMI1,ZEB1,NFIC,KDM6A,TEAD1,FOXO3,CTCF"
GO:MF,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,1,0,1351,418,19,20212,"NFIX,RUNX1,NFIB,JUNB,ARX,NFKB2,HIC1,PAX8,DACH1,RELB,SMAD5,ERF,ZEB1,NFIC,NPAS3,CDC5L,TEAD1,FOXO3,CTCF"
GO:MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000978,1,0,1180,418,18,20212,"NFIX,RUNX1,HMGA1,NFIB,JUNB,ARX,NFKB2,PAX8,DACH1,RELB,SMAD5,BMI1,ZEB1,NFIC,KDM6A,TEAD1,FOXO3,CTCF"
GO:MF,RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0000977,1,0,1383,418,20,20212,"NFIX,RUNX1,HMGA1,NFIB,JUNB,ARX,NFKB2,PAX8,DACH1,RELB,SMAD5,BMI1,ZEB1,NFIC,KDM6A,NPAS3,CDC5L,TEAD1,FOXO3,CTCF"
GO:MF,transcription cis-regulatory region binding,GO:0000976,1,0,1480,418,23,20212,"NFIX,RUNX1,HMGA1,NFIB,JUNB,ARX,NFKB2,PAX8,SETX,DACH1,RELB,SMAD5,BMI1,ZEB1,NFIC,KDM6A,NPAS3,CDC5L,TEAD1,XRCC6,FOXO3,CTCF,NCOR1"
GO:MF,inositol hexakisphosphate binding,GO:0000822,1,0,3,418,1,20212,ITPR3
GO:MF,adenyl-nucleotide exchange factor activity,GO:0000774,1,0,15,418,1,20212,BAG5
GO:MF,bubble DNA binding,GO:0000405,1,0,8,418,2,20212,"XPC,ERCC5"
GO:MF,heteroduplex DNA loop binding,GO:0000404,1,0,1,418,1,20212,XPC
GO:MF,RNA 7-methylguanosine cap binding,GO:0000340,1,0,12,418,1,20212,DCPS
GO:MF,RNA cap binding,GO:0000339,1,0,20,418,2,20212,"IFIT5,DCPS"
GO:MF,endopolyphosphatase activity,GO:0000298,1,0,5,418,1,20212,NUDT4
GO:MF,magnesium ion binding,GO:0000287,1,0,229,418,4,20212,"MAST4,STK38,ADPRS,HACL1"
GO:MF,3-keto sterol reductase activity,GO:0000253,1,0,5,418,1,20212,CBR3
GO:MF,DNA secondary structure binding,GO:0000217,1,0,40,418,4,20212,"HMGA1,XPC,5MP1,ERCC5"
GO:MF,NAD+ diphosphatase activity,GO:0000210,1,0,3,418,1,20212,ENPP5
GO:MF,3'-5'-RNA exonuclease activity,GO:0000175,1,0,36,418,1,20212,PARN
GO:MF,SNARE binding,GO:0000149,1,0,105,418,2,20212,"STX1B,TXLNG"
GO:MF,microfilament motor activity,GO:0000146,1,0,36,418,4,20212,"MYO1B,MYO1C,MYO1E,MYO1D"
GO:MF,tRNA binding,GO:0000049,1,0,80,418,4,20212,"IFIT5,ELP1,CTU1,ELP5"
GO:MF,peptidyltransferase activity,GO:0000048,1,0,2,418,1,20212,GGT5
GO:MF,mannosyltransferase activity,GO:0000030,1,0,25,418,1,20212,TMTC1
GO:MF,transcription regulatory region nucleic acid binding,GO:0001067,1,0,1482,418,23,20212,"NFIX,RUNX1,HMGA1,NFIB,JUNB,ARX,NFKB2,PAX8,SETX,DACH1,RELB,SMAD5,BMI1,ZEB1,NFIC,KDM6A,NPAS3,CDC5L,TEAD1,XRCC6,FOXO3,CTCF,NCOR1"
GO:MF,basal transcription machinery binding,GO:0001098,1,0,60,418,1,20212,ERCC5
GO:MF,basal RNA polymerase II transcription machinery binding,GO:0001099,1,0,60,418,1,20212,ERCC5
GO:MF,transcription termination site sequence-specific DNA binding,GO:0001147,1,0,2,418,1,20212,SETX
GO:MF,p53 binding,GO:0002039,1,0,69,418,1,20212,CDK5
GO:MF,protease binding,GO:0002020,1,0,143,418,3,20212,"TIMP3,BIN1,ANXA2"
GO:MF,fibronectin binding,GO:0001968,1,0,29,418,2,20212,"SFRP2,SDC4"
GO:MF,G-protein alpha-subunit binding,GO:0001965,1,0,30,418,3,20212,"SASH1,RGS10,GPSM1"
GO:MF,purine nucleoside binding,GO:0001883,1,0,2,418,1,20212,OARD1
GO:MF,nucleoside binding,GO:0001882,1,0,8,418,1,20212,OARD1
GO:MF,(1->3)-beta-D-glucan binding,GO:0001872,1,0,2,418,1,20212,PTX3
GO:MF,complement component C1q complex binding,GO:0001849,1,0,8,418,1,20212,PTX3
GO:MF,complement binding,GO:0001848,1,0,26,418,1,20212,PTX3
GO:MF,opsonin binding,GO:0001846,1,0,21,418,1,20212,PTX3
GO:MF,phosphotyrosine residue binding,GO:0001784,1,0,47,418,2,20212,"IRS1,MAPK3"
GO:MF,galactokinase activity,GO:0004335,1,0,2,418,1,20212,GALK1
GO:MF,lipid kinase activity,GO:0001727,1,0,41,418,1,20212,DGKK
GO:MF,peptide receptor activity,GO:0001653,1,0,130,418,1,20212,OGFR
GO:MF,virus receptor activity,GO:0001618,1,0,79,418,3,20212,"EGFR,NCAM1,ICAM1"
GO:MF,amyloid-beta binding,GO:0001540,1,0,84,418,3,20212,"GRIN1,EPHB2,LRP1"
GO:MF,dihydronicotinamide riboside quinone reductase activity,GO:0001512,1,0,1,418,1,20212,NQO2
GO:MF,"DNA-binding transcription activator activity, RNA polymerase II-specific",GO:0001228,1,0,473,418,9,20212,"RUNX1,NFIB,JUNB,ARX,NFKB2,PAX8,NFIC,CDC5L,FOXO3"
GO:MF,"DNA-binding transcription repressor activity, RNA polymerase II-specific",GO:0001227,1,0,323,418,8,20212,"ARX,HIC1,DACH1,SMAD5,ERF,ZEB1,FOXO3,CTCF"
GO:MF,transcription coactivator binding,GO:0001223,1,0,47,418,1,20212,RUNX1
GO:MF,transcription corepressor binding,GO:0001222,1,0,49,418,1,20212,RUNX1
GO:MF,transcription coregulator binding,GO:0001221,1,0,118,418,4,20212,"RUNX1,HMGA1,FOXO3,CTCF"
GO:MF,DNA-binding transcription repressor activity,GO:0001217,1,0,332,418,8,20212,"ARX,HIC1,DACH1,SMAD5,ERF,ZEB1,FOXO3,CTCF"
GO:MF,DNA-binding transcription activator activity,GO:0001216,1,0,479,418,9,20212,"RUNX1,NFIB,JUNB,ARX,NFKB2,PAX8,NFIC,CDC5L,FOXO3"
GO:MF,G protein-coupled receptor binding,GO:0001664,1,0,292,418,4,20212,"ARRB1,JAK1,JAK2,ARRB2"
GO:MF,carbon-carbon lyase activity,GO:0016830,1,0,50,418,2,20212,"ALDOC,HACL1"
GO:MF,glutathione transferase activity,GO:0004364,1,0,25,418,2,20212,"GSTO1,GSTM5"
GO:MF,glycogen (starch) synthase activity,GO:0004373,1,0,3,418,1,20212,GYS1
GO:MF,signal sequence binding,GO:0005048,1,0,46,418,1,20212,IPO4
GO:MF,scavenger receptor activity,GO:0005044,1,0,50,418,1,20212,LRP1
GO:MF,netrin receptor activity,GO:0005042,1,0,6,418,1,20212,UNC5B
GO:MF,low-density lipoprotein particle receptor activity,GO:0005041,1,0,15,418,1,20212,LRP1
GO:MF,hepatocyte growth factor receptor activity,GO:0005008,1,0,1,418,1,20212,MET
GO:MF,fibroblast growth factor receptor activity,GO:0005007,1,0,5,418,1,20212,FGFR1
GO:MF,epidermal growth factor receptor activity,GO:0005006,1,0,3,418,1,20212,EGFR
GO:MF,transmembrane-ephrin receptor activity,GO:0005005,1,0,14,418,1,20212,EPHB2
GO:MF,ephrin receptor activity,GO:0005003,1,0,18,418,2,20212,"EPHB4,EPHB2"
GO:MF,transmembrane receptor protein tyrosine phosphatase activity,GO:0005001,1,0,17,418,2,20212,"PTPRA,PTPRU"
GO:MF,thyroid-stimulating hormone receptor activity,GO:0004996,1,0,2,418,1,20212,PAX8
GO:MF,NMDA glutamate receptor activity,GO:0004972,1,0,8,418,1,20212,GRIN1
GO:MF,glutamate-gated receptor activity,GO:0004970,1,0,19,418,1,20212,GRIN1
GO:MF,G protein-coupled receptor activity,GO:0004930,1,0,838,418,3,20212,"GPR39,PAX8,FZD6"
GO:MF,oncostatin-M receptor activity,GO:0004924,1,0,3,418,1,20212,LIFR
GO:MF,leukemia inhibitory factor receptor activity,GO:0004923,1,0,2,418,1,20212,LIFR
GO:MF,ciliary neurotrophic factor receptor activity,GO:0004897,1,0,4,418,1,20212,LIFR
GO:MF,cytokine receptor activity,GO:0004896,1,0,101,418,2,20212,"CD44,LIFR"
GO:MF,transmembrane signaling receptor activity,GO:0004888,1,0,1269,418,17,20212,"GPR39,EGFR,MET,PTPRA,PAX8,PTPRU,GRIN1,EPHB4,ROBO1,FGFR1,EPHB2,TLR3,ICAM1,CD44,FZD6,UNC5B,LIFR"
GO:MF,serine-type endopeptidase inhibitor activity,GO:0004867,1,0,103,418,2,20212,"CD109,ANXA2"
GO:MF,endopeptidase inhibitor activity,GO:0004866,1,0,168,418,5,20212,"CD109,GBP2,TIMP3,BIN1,ANXA2"
GO:MF,protein kinase inhibitor activity,GO:0004860,1,0,73,418,2,20212,"TAOK3,CAV1"
GO:MF,enzyme inhibitor activity,GO:0004857,1,0,390,418,11,20212,"CD109,GBP2,TIMP3,ANXA5,ARRB1,BIN1,OTUB1,TAOK3,ANXA2,ANXA1,CAV1"
