Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-195_3581.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-196_3582.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-197_3584.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-198_3585.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-199_3587.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-200_3588.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-201_3603.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-202_3604.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-203_3605.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-204_3607.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-205_3608.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-13-2024_Slot1-206_3609.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-195_3592.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-196_3593.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-197_3595.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-198_3596.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-199_3598.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-200_3599.d
P07686	P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	1242.04		1836.68	1523.13	1879.7	1576.51	800.289	1235.09	1414.31	1318.17	853.199	907.46						
P07711	P07711	CATL1_HUMAN	CTSL	Procathepsin L	2044.67		1280.92		1004.67	463.51	505.77	2439.29			3776.93	1449.14						
P07737	P07737	PROF1_HUMAN	PFN1	Profilin-1	14207.4	14585.6	20389.2	9735.49	3698.2	24732.1	32663.2	6451.69	8741.52	12051	10527.9	39492.6						
P07741	P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase			2051.95	694.046		585.66	1971.5					1685.36						
P07814	P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase	1336.79	744.765			1767.98	1591.2	1612.22	1006.6	1019.1			1636.74						
P07858	P07858	CATB_HUMAN	CTSB	Cathepsin B	3946.44	3712.67	6648.78	5794.36		3351.95	2954.75	7065.73	4128.51	15918.4	6000.49	3619.99						
P07900	Q58FF8;P07900;P08238;Q14568	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	11182.4	11122.8	24976.6	5739.24	2867.03	15139.3	26745.2	11103.6	8635.94	12285.4	6078.26	28508.1						
P07910	P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	23625.5	21879.1	20740.3	24568.5	8142.94	18174	12843.9	24191.6	21234.9	22434.5	18916.1	12969.1						
P07948	P51451;P20794;P07948;Q8IZL9;P21802;P11362;P09769;P06241;P22607;P07947;P22455;P08631;P06239;Q9UPZ9	LYN_HUMAN	LYN	Tyrosine-protein kinase Lyn		878.48				1263.96	2049.07		1040.26	693.274		2713.84						
P07954	P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	1712.38			519.881		741.73	443.906	425.667		974.234	1462.09							
P08133	P08133	ANXA6_HUMAN	ANXA6	Annexin A6							615.212											
P08195	P08195	4F2_HUMAN	SLC3A2	4F2 cell-surface antigen heavy chain	671.249	377.05	1297.01			758.464	508.741	338.649	746.554	1421.1		384.292						
P08237	P08237	PFKAM_HUMAN	PFKM	ATP-dependent 6-phosphofructokinase, muscle type					480.854		354.391											
P08238	Q58FF8;P08238;Q58FF7	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	9081.67	8097.02	16752.7	4454.29		10331.1	23154.3	6943.26	4958.9	8133.44	6086.62	26123.8						
P08240	P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha						1205.31	206.267	562.189				584.899						
P08243	P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]							587.951					691.055						
P08559	P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial		313.617	1320.4	2165.61		301.141	796.512	1535.17	1669.92	659.76	1247.07	970.604						
P08574	P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial			1393.51	1743.29	1042.02	2146.43	928.902	1796.74	1357.95			837.846						
P08579	P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''		576.601						845.467										
P08621	P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	3396.3	3030.77			1242.96	2839.66	2273.88	2737.82	3441.78	4504.63		2027.58						
P08670	Q14533;P78385;Q8N1N4;P13647;P12035;Q01546;O95678;O43790;P48668;Q9NSB2;P02538;P08670;P78386;Q5XKE5;P08729;P05787;P04259;P14136;CONT|Q5XQN5|K2C5_BOVIN;CONT|Q9NSB2|KRT84_HUMAN;CONT|O43790|KRT86_HUMAN;CONT|O95678|K2C75_HUMAN;CONT|P02538|K2C6A_HUMAN;CONT|P04259|K2C6B_HUMAN;CONT|P05787|K2C8_HUMAN;CONT|P08729|K2C7_HUMAN;CONT|P12035|K2C3_HUMAN;CONT|P13647|K2C5_HUMAN;CONT|P48668|K2C6C_HUMAN;CONT|P78385|KRT83_HUMAN;CONT|P78386|KRT85_HUMAN;CONT|Q01546|K22O_HUMAN;CONT|Q14533|KRT81_HUMAN;CONT|Q5XKE5|K2C79_HUMAN;CONT|Q8N1N4|K2C78_HUMAN;CONT|P15241|K2M2_SHEEP;CONT|P25691|K2M3_SHEEP	VIME_HUMAN	VIM	Vimentin	59999.1	120071	109267	101570	43507.3	58125.6	53785.2	124626	120970	76411.2	128935	56891.8						
P08708	P08708	RS17_HUMAN	RPS17	40S ribosomal protein S17							216.527					556.407						
P08727	P08727;CONT|P08727|K1C19_HUMAN	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19	1749.42	32745	6605.99	9953.33	4359.65		4883.9	36640.5	48289.1	11249.4	30841.5	3066.63						
P08729	P08729;CONT|P08729|K2C7_HUMAN	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7	19365.5	29127.6	13937.1	24624.8	7820.04	9047.24	8158.38	19717.6	35896.7	17265.4	15527.4	8514.16						
P08754	P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha-3			337.34			819.553												
P08758	P08758	ANXA5_HUMAN	ANXA5	Annexin A5	4268.3	3736.82	4095.61	2255.6	835.321	2187.02	4886.14	1605.34	914.612	2147.67	2130.68	5633.57						
P08779	P08779;CONT|P08779|K1C16_HUMAN	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16	3485.02	2963.92	1841.52	3223.8	175962	3712.18	1259.6	1626.87	1570.17	3665.67	4356.41	1295.16						
P08842	P08842	STS_HUMAN	STS	Steryl-sulfatase					370.945													
P08865	P08865	RSSA_HUMAN	RPSA	40S ribosomal protein SA	2091.03	2157.89	4099.49	1526.91	875.245	8031.13	8682.18	1461.8	1234.4	1860.42	2231.8	8525.18						
P09104	P09104	ENOG_HUMAN	ENO2	Gamma-enolase							542.14					255.617						
P09110	P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal				993.708	378.408	681.082	385.891	837.368	520.896									
P09211	P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	3085.22	3236.92	5710.12	2959.22	3611.55	4169.22	8611.36	1837.72	2096.85	2331.23	2014.89	9186.99						
P09234	P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C	944.977	922.146				1076.78	935.259	632.685	1921.45	1993.6		790.566						
P09382	P09382	LEG1_HUMAN	LGALS1	Galectin-1	1788.12		2449.58			2844.85	3826.5	1462.42	1138.7		1492.12	5386.84						
P09417	P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	480.381				387.407		310.823				828.459	537.121						
P09429	P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1						5441.77	4115.12	1340.67				4877.34						
P09493	P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain			948.201			1049.41	846.5											
P09496	P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	1973.68	1252.03					1939.38	1357.96	1418.07	1229.54		1840.76						
P09525	P09525	ANXA4_HUMAN	ANXA4	Annexin A4	3462.79	3065.63	2254.54	2652.57	1414.02	2482.25	7893.59	1728.15	1827.99	2976.52	1813.91	2995.84						
P09601	P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1						2949.71	1920.7					1546.66						
P09651	P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	11500	6885.64	9223.67	10898.3	3122.66	14286	7497.58	10176.6	9278.25	7413.49	5636.97	6770.03						
P09661	P09661	RU2A_HUMAN	SNRPA1	U2 small nuclear ribonucleoprotein A'	747.846	1746.58		1704.51		736.164	775.786	1644.61	955.977	1125.78	1622.25	651.523						
P09669	P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C		1739.3	2109.58	2847.89		2137.21	2015.06	2849.43	2523.72	1727.1	2317.29	1746.4						
P09874	P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1			772.802			2241.31	911.479	1656.57	1991.97			1027.69						
P09936	P09936	UCHL1_HUMAN	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	2238.17	3724.46	3236.75	2935.01	1197.18	4896.14	8985.18	1763.49	3223.14	3501.91	2637.82	10555.1						
P09960	P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase						805.065	449.398					379.497						
P09972	P09972	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C			2351.1				787.666	579.122	1872.64			889.064						
P0C0S5;Q71UI9	P0C0S5;Q71UI9	H2AV_HUMAN;H2AZ_HUMAN	H2AZ1;H2AZ2	Histone H2A.Z	10552.5	10012.1	18200.1	3336.92	2554.99	2572.01	4607.47	6020.93	3750.18	3452.36	4958.07	4823.24						
P0C0S8;P20671;Q16777;Q6FI13;Q96KK5;Q99878;Q9BTM1	Q93077;Q7L7L0;Q96KK5;Q99878;P0C0S8;Q16777;P04908;P20671;Q6FI13;Q9BTM1	H2A1D_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2A1_HUMAN;H2A2A_HUMAN;H2A2C_HUMAN;H2AJ_HUMAN	H2AC11;H2AC12;H2AC14;H2AC18;H2AC20;H2AC7;H2AJ	Histone H2A type 1	14287.7	12730.5	10999.3	15610.7	4607.98	12565.8	8570.96	18935.8	10185.1	14469.3	13076.1	9527.81						
P0C7P4;P47985	P0C7P4;P47985	UCRIL_HUMAN;UCRI_HUMAN	UQCRFS1;UQCRFS1P1	Putative cytochrome b-c1 complex subunit Rieske-like protein 1	2551.87	2366.89	3589.99	4295.87	1667.19	2900.62	1132.93	1660.5	2277.89	1915.63	2884.31	1723.93						
P0CG47;P0CG48;P62979;P62987	P62987;P62979;P0CG48;P0CG47	RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN	RPS27A;UBA52;UBB;UBC	Polyubiquitin-B	1526.85		2793.81	1997.26	3480.39	979.434	508.153	570.297			1038.7	805.541						
P0DME0;Q01105	P0DME0;Q01105	SETLP_HUMAN;SET_HUMAN	SET;SETSIP	Protein SETSIP	916.05	1451.04	945.31	1617.43	2565.92	9488.03	5297.72	5168.35	1774.34	2661.06	2101.19	4721.3						
P0DMV8;P0DMV9	P0DMV8;P0DMV9	HS71A_HUMAN;HS71B_HUMAN	HSPA1A;HSPA1B	Heat shock 70 kDa protein 1A	5901.98	5416.67	5700.09	3091.73	3095.08	9566.11	11808.3	8423.02	6162.02	5641.03	2652.84	13045.3						
P0DP23;P0DP24;P0DP25	P0DP23;P0DP25;P0DP24	CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN	CALM1;CALM2;CALM3	Calmodulin-1	7418.06	6930.81	11891.7	5170.2	2354.04	8188.06	7063.18	5449.31	4944.3	6706.3	3961.86	6472.87						
P0DP57	P0DP57	SLUR2_HUMAN	SLURP2	Secreted Ly-6/uPAR domain-containing protein 2					1875.12													
P10155	P10155	RO60_HUMAN	RO60	RNA-binding protein RO60					779.391	996.903	575.068					530.654						
P10253	P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase			833.782		1073.92		482.103	1156.03	752.745	1305.69	2124.42	727.855						
P10301	P10301	RRAS_HUMAN	RRAS	Ras-related protein R-Ras	887.5	1144.95				2053.75	1090.76	2348.7	1306.45	1602.41		1952.36						
P10412	P10412	H14_HUMAN	H1-4	Histone H1.4		2513.27	1508.25	2511.49		980.171	767.217	1005.76	1173.16	3939.3		489.864						
P10515	P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	1064.42		498.596	1094.38		1093.94	427.453	730.873	997.42		1440.28	328.887						
P10599	P10599	THIO_HUMAN	TXN	Thioredoxin	2769.3	2489.23	7648.3		14260.3	3120.39	3443.23	1075.86	1843.85	2630.68	2150.59	6206.48						
P10606	P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	2372.22	2417.45	4441.19	2688.08		1914.71	2135.25	2026.54	3788.86	3271.79	5102.57	2086						
P10619	P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein			1089.65		4612.8		393.42	968.706	615.793		901.164	320.555						
P10620	P10620	MGST1_HUMAN	MGST1	Microsomal glutathione S-transferase 1	5419.58	13124	9308.46	4423.77	1359.85	3430.32	2620.96	8292.43	7567.88	6940.61	6694.62	3131.06						
P10768	P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	1028.47		1000.52				1920.6					2037.56						
P10809	P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	20301.2	12936.3	15751.7	16701	6208.82	15525.7	9690.69	10715.7	17582.9	31256.4	17913.3	11723.3						
P11021	P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	14092.8	10347.1	8277.86	7224.73	8607.86	14031.4	7079	13040.4	14627.8	14198.2	12719.9	8966.57						
P11142	P54652;P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	21965.4	14959.7	12917.6	10361.1	9092.04	28095.4	33488.1	22011.5	17417	19296.3	12435	32757.4						
P11166	P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	1265.32	2294.82	2021.14				1070.66	2593.74	1623.67	1469.28	2071.4	1783.07						
P11172	P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase							381.205					360.209						
P11177	P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1713.63		2241.74	1927.42		2036.58	1143.37	1777.7	1656.03	1739.64	1532.24	1051.68						
P11216	P11217;P11216	PYGB_HUMAN	PYGB	Glycogen phosphorylase, brain form			2783.57		7348.16		2157.94	1014.56				1701.19						
P11217	P06737;P11217;P11216	PYGM_HUMAN	PYGM	Glycogen phosphorylase, muscle form					4554.83													
P11233	P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A			1192.27		476.109		201.698											
P11279	P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1					1814.75													
P11387	P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1	1522.44	1583.08	1906.22	1592.21		2200.11	885.563	2108.38	1359.56	1695.91	3301.64	810.863						
P11388	P11388	TOP2A_HUMAN	TOP2A	DNA topoisomerase 2-alpha	1564.94			851.316			1319.18		803.418			2040.74						
P11413	P11413	G6PD_HUMAN	G6PD	Glucose-6-phosphate 1-dehydrogenase	8345.75	12042.9	32746.8	10092.1	2559.05	10309.4	41464.2	6107.58	7580.87	9843.86	10401.7	41028.8						
P11498	P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial							539.807	901.461	889.019	1016.11								
P11586	P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	770.323		1522.85	1010.35		2724.81	2647.74	1459.93	1426.63	2327.07	1025.32	2994.06						
P11717	P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor							340.729					445.188						
P11766	P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3							553.799					355.123						
P11908	P21108;P11908;P60891	PRPS2_HUMAN	PRPS2	Ribose-phosphate pyrophosphokinase 2							926.438					528.036						
P11940	P11940;Q4VXU2	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	2325.92	2747.17	2959.25	1016.94	549.406	2079.96	2504.67	2397.87	1459.11	1604.2		2073						
P12004	P12004	PCNA_HUMAN	PCNA	Proliferating cell nuclear antigen						2025.91	2955.26	1423.41	389.702		779.919	5754.58						
P12081	P12081;P49590	HARS1_HUMAN	HARS1	Histidine--tRNA ligase, cytoplasmic			924.156		12007.1	864.031	1014.41		550.407	596.864	1296.96	1475.96						
P12235	P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1				642.508								345.697						
P12236	P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	4152.62	4507.73	6217.82	9021.19	1649.01	9362.01	4943.92	3844.67	6514.79	6377.41	5369.16	2807.75						
P12268	P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2				516.042	5791.06		1029.91					903.793						
P12270	P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	1984.43	543.929	927.661	2065.18		1343.39	549.688	652.046	1335.17	1607.76	978.174	387.224						
P12273	P12273	PIP_HUMAN	PIP	Prolactin-inducible protein		465.288		375.121	890.331	526.886		540.069	515.415		1088.21	322.811						
P12429	P12429	ANXA3_HUMAN	ANXA3	Annexin A3			498.274				594.084					159.029						
P12694	P12694	ODBA_HUMAN	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	881.375	364.14	1055.95	766.194		407.199	252.111	608.353	683.784		463.055	577.04						
P12814	P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1		1017.08	1157.16			2129.67	1015.03	972.767				1013.16						
P12830	P12830	CADH1_HUMAN	CDH1	Cadherin-1							319.939											
P12882;Q9UKX2	Q9UKX2;P12882	MYH1_HUMAN;MYH2_HUMAN	MYH1;MYH2	Myosin-1					1614.2													
P12931	P42685;P08581;Q04912;P12931;Q9H3Y6	SRC_HUMAN	SRC	Proto-oncogene tyrosine-protein kinase Src			1594.4			1093	1436.52	1231.65				747.376						
P12955	P12955	PEPD_HUMAN	PEPD	Xaa-Pro dipeptidase					3596.1		1015.26					1128.59						
P12956	P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6	2535.57	2788.28	1920.46	1519.86	818.428	4529.39	2472.79	3926.89	2651.48	2035.48	1736.64	2644.9						
P13010	P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5	3603.5	2952.45	2729.08	2169.34	1248.29	6429.45	4061.87	5416.39	4638.04	3526.72	1078.56	4361.32						
P13073	P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	5551.57	4714.65	4989.12	3324.38	2057.19	1620.06	1874.46	2884.5	2367.12	5545.98	3045.68	2892.77						
P13489	P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	1275.04	1397.2	1380.1	394.091		591.383	1240.56					1425.64						
P13639	P13639	EF2_HUMAN	EEF2	Elongation factor 2	3483.84	3304.08	4037.59	3291.34	10601.4	5729.82	9450.8	2410.84	2054.82	3502.59	3388.61	9108.12						
P13645	P13645;CONT|P13645|K1C10_HUMAN	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	105681	78748.2	95654	97138.4	1.45887e+06	79917.6	25389.5	51523.4	66762.1	102571	93624.4	37276.4						
P13647	P13647;CONT|Q5XQN5|K2C5_BOVIN;CONT|P13647|K2C5_HUMAN	K2C5_HUMAN	KRT5	Keratin, type II cytoskeletal 5	17209.8	14407	13891.4	17911.6	621283	14950	4947.85	8488.92	11131.1	18138.5	15888.9	6075.53						
P13667	P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	2802.45	2564.38	1932.73	1447.54	1500.03	2597.18	1419.96	3992.91	3250.91	2537.71	3228.75	2092.81						
P13674	P13674	P4HA1_HUMAN	P4HA1	Prolyl 4-hydroxylase subunit alpha-1								1009.24										
P13693	P13693;Q56UQ5	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein							485.548					652.415						
P13797	P13797	PLST_HUMAN	PLS3	Plastin-3			1464.7			1100.53	664.487					895.951						
P13798	P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme					7255.77													
P13804	P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	2294.84	4054.14	3303.78	3843.77		1043.63	2111.79	2291.47	5786.65	3526.3	2521.89	1757.97						
P13861	P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit						919.535	345.975	568.445		313.525		676.694						
P13928;Q5VT79	Q5VT79;P13928	ANXA8_HUMAN;AXA81_HUMAN	ANXA8;ANXA8L1	Annexin A8					326.308		398.943											
P13929	P13929	ENOB_HUMAN	ENO3	Beta-enolase		1568.08			4285.79													
P13995	P13995	MTDC_HUMAN	MTHFD2	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	1771.77					607.418	346.911		1458.39	2646.05		282.859						
P14209	P14209	CD99_HUMAN	CD99	CD99 antigen						1304.11	843.879		2105.32									
P14314	P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta		1077.06	811.004				1066.6	782.818	1991.5			590.722						
P14324	P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	1308.6	1780.32	765.897	1197.04		2816.36	2495.8	878.831		1882.83		2478.63						
P14406	P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	5229.25	3383.67	4478.55	7182.37	2113.83	4803.84	3603.58	4450.46	7186	7366.82	10404.1	3038.94						
P14550	P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1							621.158					735.816						
P14618	P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	21264.2	32837	89391.1	21866.8	27630.2	28499.4	84070.4	21959.2	15333.9	28754.3	23686.3	99265.1						
P14625	P14625;Q58FF3	ENPL_HUMAN	HSP90B1	Endoplasmin	16581.6	15084.7	11301.1	6314.45	6148.74	12877.2	9978.4	19994.3	23342.6	12529.8	14297.5	9524.43						
P14678	P14678	RSMB_HUMAN	SNRPB	Small nuclear ribonucleoprotein-associated proteins B and B'	2102.57	2927.35			1380.45	2060.68	1127.24	1535.5	1350.2	963.485		1155.42						
P14735	P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme					434.966		330.483	327.136				760.207						
P14866	P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	3657.17	3225.41	3933.32	3217.06	1891.33	4761.04	2105.36	3431.46	3019.88	3385.15	3636.22	2618.39						
P14868	P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic		977.718	1609.06	1015.83		1608.74	1787.57	1857.86	1268.24			1539.84						
P14923	P14923	PLAK_HUMAN	JUP	Junction plakoglobin	2050.76	2060.04	1352.22	1727.73	160399	1703.73	718.889	1793.07	1258.95	1400.65	913.027	613.763						
P14927	P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	1998.79	1125.82	2557.29	1281.47	958.71	2237.75	804.509	1419.5	1844.99	1061.11	1304.21	1115.26						
P15056	P04049;P15056;P10398	BRAF_HUMAN	BRAF	Serine/threonine-protein kinase B-raf												265.021						
P15104	P15104	GLNA_HUMAN	GLUL	Glutamine synthetase							657.477											
P15121	P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1	1328.62		1916.06	1538.85	680.679	1714	3480.77	1261.06	1151.31	2118.69		1437.74						
P15153;P60763;P63000	P63000;P15153;P60763	RAC1_HUMAN;RAC2_HUMAN;RAC3_HUMAN	RAC1;RAC2;RAC3	Ras-related C3 botulinum toxin substrate 2		3198.83	2707.28				5458.9	2477.83	1452.44			4171.02						
P15170	P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A							1977.93					1873.72						
P15311	P15311	EZRI_HUMAN	EZR	Ezrin			3132.01			844.342	2956.17					1715.66						
P15428	P15428	PGDH_HUMAN	HPGD	15-hydroxyprostaglandin dehydrogenase [NAD(+)]			1100.76			575.514	651.664					828.115						
P15531	P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A							434.613					844.915						
P15559	P15559	NQO1_HUMAN	NQO1	NAD(P)H dehydrogenase [quinone] 1	1985.91	2157.6	3379.25	1480.24		3315.99	5320.03	658.663	879.497	1493.05		5932.67						
P15586	P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase		1106.8	1351.64	475.118	3449.32		557.652	1329.51	1251.39	907.884	1794.27	629.849						
P15880	P15880	RS2_HUMAN	RPS2	40S ribosomal protein S2	2535.55	2275.37	4573.25	1776.49	1431.78	4425.54	4943.45	1874.42	3305.91	4581.78		4949.48						
P15924	P15924	DESP_HUMAN	DSP	Desmoplakin	2733.05	3025.45	2783.31	3024.89	120498	2918.04	1040.49	1722.56	1911.88	2510.99	3503.77	847.113						
P15927	P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit						814.767	617.888	79.764				526.602						
P15954	P15954	COX7C_HUMAN	COX7C	Cytochrome c oxidase subunit 7C, mitochondrial	2613.47		2526.66	3767.09		1754.4	1441.19	1954.71	2768.44	3076.46		1829.9						
P16070	P16070	CD44_HUMAN	CD44	CD44 antigen	920.658	2390.07	3776.79			1729.1	419.674	772.311	690.096	751.046	1438.23	900.365						
P16083	P16083	NQO2_HUMAN	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]					1037.01													
P16104	P16104	H2AX_HUMAN	H2AX	Histone H2AX	462042	413742	317482	357037	107721	297743	211442	389054	268131	420276	342203	243146						
P16144	P16144	ITB4_HUMAN	ITGB4	Integrin beta-4							192.63	714.851	497.088									
P16152	P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	1846.27	1324.44	2790.25	1553.7		2267.96	3597.33	522.134	1128.46	1057.6		4400.75						
P16278	P16278	BGAL_HUMAN	GLB1	Beta-galactosidase		470.594	1445.39	768.093	852.545	348.975	684.56	1329.03	914.072	674.936	1924.43	431.807						
P16401	P16401	H15_HUMAN	H1-5	Histone H1.5	19614		22130.6	25193.9		8938.32	8320.88	6411.81	6956.58	14952.4	12323.1	14217.7						
