Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-195_3581.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-196_3582.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-11-2024_Slot1-197_3584.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-198_3585.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-199_3587.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-200_3588.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-201_3603.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-202_3604.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-203_3605.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-204_3607.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-12-2024_Slot1-205_3608.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_1.5ul_2-13-2024_Slot1-206_3609.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-195_3592.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-196_3593.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-197_3595.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-198_3596.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-199_3598.d	E:\Lucy\20240130_A549_SCP\Lucy_A549_wDDM_DIA_2ul_2-12-2024_Slot1-200_3599.d
P17661	P17661	DESM_HUMAN	DES	Desmin	1906.31	4086.11	3638.89	3332.27	2199.39	2481.62	1511.05	5658.99	4447.43	1883.95	3727.97	1738.87						
P17812	Q9NRF8;P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1		327.793	407.724		2343.21	726.568	750.871	207.269		414.387		616.477						
P17844	P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	1197.4	1020.71	1116.39	1141.56		1910.37	1952.46	915.582	611.609	597.158	295.503	1940.57						
P17858	P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type			198.989				373.358	562.703				262.161						
P17931	P17931	LEG3_HUMAN	LGALS3	Galectin-3			654.991		6078.15		179.437			224.366		152.034						
P17980	P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	628.102	1368.07	2539.78			1226.78	1149.13	569.514	414.833	235.401	329.191	1110.92						
P17987	P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	1660.53	1686.07	1895.36	808.519	471.166	1944.96	3280.49	1160.69	768.52	996.413	497.228	2679.59						
P18031	P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1		294.511	813.731	328.355		539.423	186.479	792.987	477.72	408.22	484.056							
P18077	P18077	RL35A_HUMAN	RPL35A	60S ribosomal protein L35a	2065.75	1420.03	1912.55	1035.98	1392.03	1759.6	1967.65	1719.08	1497.38	2553.02	1910.17	1470.86						
P18084	P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	968.009	917.817	502.683	730.638	645.514	462.438	762.052	696.657	710.978		445.106	277.309						
P18085	P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4			1612.46			543.255	1294.85					1012.52						
P18124	P18124	RL7_HUMAN	RPL7	60S ribosomal protein L7	2114.04	1857.81	2750.04	1614.83	852.12	2917.61	3419.06	1921.57	2838.27	2887.71	1843.41	3864.16						
P18206	P18206	VINC_HUMAN	VCL	Vinculin		493.279	960.304		1628.6	889.304	630.338	609.573	83.7047			469.553						
P18564	P18564	ITB6_HUMAN	ITGB6	Integrin beta-6	1537.98		1894.68	2017.8	824.492		511.821	2473.18	2767.44									
P18583	P18583	SON_HUMAN	SON	Protein SON	696.672	630.27		517.092		158.019	176.816	483.064		373.192	216.538	152.014						
P18621	P18621	RL17_HUMAN	RPL17	60S ribosomal protein L17	587.694	879.291	1323.09	710.823		979.54	955.573	651.276	787.134	1062.46		1136.31						
P18669	P18669;P15259	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	936.586	1380.92	1966.03	1257.74	2990.53	1570.16	3082.58	1097.49	774.283	1714.82	1781.67	3004.41						
P18754	P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	1533.46	1061.25	376.571	1271.2	941.285	1266.33	835.097	1012.82	2232.86	1037.44	1306.24	593.105						
P18858	P18858	DNLI1_HUMAN	LIG1	DNA ligase 1							407.173					198.816						
P18887	P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1						353.294	87.4138					271.504						
P19013	P19013;CONT|P19013|K2C4_HUMAN	K2C4_HUMAN	KRT4	Keratin, type II cytoskeletal 4	306.767	888.457		1339.45	4692.69	211.173		249.314	1074.43	2707.76	1759.22	612.68						
P19338	P19338	NUCL_HUMAN	NCL	Nucleolin	4570.34	3358.14	2145.47	3197.52	2322.68	9183.71	5100.75	6264.91	4678.16	5372.87	1667.91	5151.67						
P19367	P19367	HXK1_HUMAN	HK1	Hexokinase-1	550.194	791.282	895.207	709.351	467.914	1154.13	555.021	1069.67	831.331	899.019	837.794	668.193						
P19388	P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	787.512		193.889	273.567	376.046	571.796	368.35		471.982			362.365						
P19404	P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	762.052	370.375	1073.29	2050.54	432.819	1554.56	947.769	2245.83	800.711	1521.78	1275.21	678.628						
P19525	P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase			448.255			213.02	373.405	87.7935				302.551						
P19623	P19623	SPEE_HUMAN	SRM	Spermidine synthase		761.764	1052.9		263.135	618.648	1636.67			1317.13	399.254	1357.72						
P19971	P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase		763.964			1927.98		134.731	817.288	118.737									
P20020	P20020;P23634	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1		256.212	1289.58	899.773	549.237	1529.83	456.327	560.174	453.818	383.496	1243.57	471.872						
P20042	P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	487.729		749.409			514.382	505.044	551.375		307.417		407.303						
P20073	P20073	ANXA7_HUMAN	ANXA7	Annexin A7		677.267	714.145	418.556	2386.46	377.36	523.806	621.25			632.326	680.399						
P20290	P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3							697.58					508.286						
P20338	P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A								260.76	439.123									
P20339	P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A		481.641		108.498	272.303	331.74	348.75	179.629		397.122	269.848	269.232						
P20340	P20340;Q9NRW1	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	2147.63	1136.68	930.031	1386.26	558.508	812.204	663.209	1115.38	703.504	1220.53	924.405	659.061						
P20618	P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	601.103	1294.05	473.149		10328.4	756.821	672.581	731.951	733.967	706.318	695.513	742.365						
P20674	P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	4102.76	3815.73	5671.68	7902.65	3836.74	2447.95	3031.96	3220.68	5091.47	8212.74	5616.83	3435.15						
P20700	P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	3517.47	4851.99	3571.42	3004.08	2373.16	2583.44	1458.23	3633.71	2891.19	4387.81	4073.31	2145.14						
P20810	P20810	ICAL_HUMAN	CAST	Calpastatin			566.61			572.839	729.477	335.936	1029.34	176.503		1001.53						
P20930	P20930;CONT|P20930|FILA_HUMAN	FILA_HUMAN	FLG	Filaggrin	3523.95	232.463	16378.4	374.546	38116.1	1112.86	2846.72	468.744	486.216	589.7								
P20962	P20962	PTMS_HUMAN	PTMS	Parathymosin	1327.02	613.838	1227.24	971.675	446.963	3462.44	4513.03	1279.46	719.38	634.429	1127.13	4611.46						
P21108;P60891	P21108;P60891	PRPS1_HUMAN;PRPS3_HUMAN	PRPS1;PRPS1L1	Ribose-phosphate pyrophosphokinase 3	227.748						873.346					490.82						
P21281	P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	745.236	411.229	639.649	1271.24	765.334	638.551	504.152	595.106	415.15	590.423	935.585	551.4						
P21291	P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	709.774	197.169	482.928	233.108	182.586	824.279	1289.41		258.612	1325.39		762.5						
P21333	P21333	FLNA_HUMAN	FLNA	Filamin-A	3872.59	2356.02	3794.74	1344.33	2826.97	6150.46	4950.44	3004.27	1539.22	2828.51	1313.69	3791.69						
P21579	P21579	SYT1_HUMAN	SYT1	Synaptotagmin-1							139.353	135.606				104.59						
P21695	Q8N335;P21695	GPDA_HUMAN	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic					3527.34					883.372		313.761						
P21796	P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	5361.8	8644.38	4469.6	6710.35	5449.04	5846.53	3504.71	5514.22	6886.66	6898.16	6012.52	2995.29						
P21912	P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1114.99		579.907	1158.07	585.568	294.175	428.799	528.864	819.26	825.777	174.323	361.933						
P21926	P21926	CD9_HUMAN	CD9	CD9 antigen	764.33	554.061				450.55	713.155	798.924	513.831	817.11		826.952						
P21964	P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase		635.342	716.632		779.117	506.816	834.485	678.732	583.768	740.958	1181.25	591.803						
P21980	P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	724.168	1152.23	634.949	1030.34		497.629	455.516	449.962	369.422	677.566	742.81	837.852						
P22087	P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	1557.6	2062.62	1315.03	1405.67	944.236	1848.71	964.519	1972.81	1793.48	2086.05	1383.14	880.889						
P22102	P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	713.559	558.021	722.519	308.879	2322.98	733.828	725.302	416.581	441.43	1567.61		720.168						
P22234	P22234	PUR6_HUMAN	PAICS	Multifunctional protein ADE2	672.035	619.125	745.856		2644.33	372.046	1518.94	707.727		439.658		1451.98						
P22307	P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	889.767	1201.05	1518.25	816.85	499.023	562.952	316.604	1031.99	1098.71	292.666	1134.9	298.755						
P22314	P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	1157.1	962.172	1082.37	836.198	282.753	1030.53	1148.71	584.896	196.638	658.274	542.727	1221.59						
P22392	P22392;P15531	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	4445.51	3619.21	3748.2	3206.43	6182.81	4982.96	8020.71	1902.4	2425.35	3562.06	3070.55	9152.82						
P22570	P22570	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	2174.38		2981.61	2294.28	1940.19	1144.44	1109.43	535.726	2500.15	1869.74	3146.02	1390.28						
P22626	P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	37486.4	34033.9	22428.3	28469	22759.6	36671.3	22553.8	36569.6	23236.9	28098.8	30084.3	23326.2						
P22694	P22694;P17612	KAPCB_HUMAN	PRKACB	cAMP-dependent protein kinase catalytic subunit beta			291.706			544.378	516.682	496.874				488.124						
P22695	P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	1315.44	897.729	1379.07	1482.51	828.27	1338.24	747.802	1486.92	1559.23	1439.57	1972.6	794.947						
P22735	P22735	TGM1_HUMAN	TGM1	Protein-glutamine gamma-glutamyltransferase K			456.498		9286.45		86.9653		479.518	476.694								
P23193	P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1						795.749	1090.49					1006.26						
P23246	P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	5603.37	8506.22	3561.39	7103.61	3786.94	7168.32	4170.84	6241.19	5983.06	6106.89	4390.37	4733.3						
P23284	P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	4286.44	5875.65	3107.21	2948.94	2724.47	3957.37	1928.11	4735.01	4901.45	4252.69	4544.96	1632.07						
P23368	P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	994.53	558.514	889.978	843.147	1053.99	1026.76	433.991	543.702	710.572	550.075	976.647	958.128						
P23381	P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic							236.421					333.547						
P23396	P23396	RS3_HUMAN	RPS3	40S ribosomal protein S3	2917.04	3526.91	6487.91	1384.81	1896.5	4144.15	4919.38	2533.87	2074.58	2656.25	890.353	5146.46						
P23490	P23490	LORI_HUMAN	LORICRIN	Loricrin					16566.8													
P23526	P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	736.981	697.945	1272.66	1143.71	10388	2167.73	2611.83	804.327	698.62	837.822	937.508	3073.58						
P23528	P23528;Q9Y281	COF1_HUMAN	CFL1	Cofilin-1	3804.39	3163.06	4119.43	4791.12	2161.67	7037.7	8827.25	998.054	2390.42	2204.26	2234.06	10170.7						
P23588	P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B						1703.93	767.652	274.4				407.035						
P23919	P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	480.353	916.695	1111.48	146.097	645.759	1111.86	1031.86	349.626	673.903	918.17	998.355	962.859						
P23921	P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit			258.582				455.356					297.203						
P24390	P24390	ERD21_HUMAN	KDELR1	ER lumen protein-retaining receptor 1			142.219			328.141	137.139				554.554	392.083						
P24534	P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	1901.56		772.353	701.061	360.338	1276.98	1969.45	1141.78	555.42	1125.64	847.214	1462						
P24539	P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	2119.46	2426.03	2437.76	2262.05	1166.62	1197.37	783.537	1534.15	1663.46	1236.01	1142.64	1335.52						
P24666	P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	739.471	1090.99	774.629	817.372	707.254	671.464	1023.84		285.235	759.002		1233.68						
P24752	P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	3529.31	2339.01	2412.61	3234.04	2880.6	3577.86	1874.75	3185.27	3570.06	4277.65	3950.05	2153.67						
P24928	P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1		299.933					180.644	358.446				116.945						
P25205	P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	863.99	808.789		463.735		884.75	721.838	408.997	479.355	579.068		873.638						
P25311	P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	765.525		583.404	528.485	5301.95	651.823	278.075	396.725	1764.68		655.168							
P25325	P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase			455.329	552.484	460.16	484.845	374.234	500.359	616.521	1050.6	753.383	324.992						
P25398	P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12	1025.42	372.67	867.795	1248.4		1679.47	2561.77	495.427	352.317	592.903		2365.97						
P25685	P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1			243.242				164.552					202.934						
P25705	P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	11375.7	9261.52	11538.7	13716.9	7936.82	10263.9	6271.56	11924.9	12585.7	13144.1	12756.6	9574.04						
P25786	P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	1391.67	684.057	585.503		13984.3	933.801	1208.51	861.808	1182.99	707.652	776.275	1193.38						
P25787	P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	640.552		272.409		10376.5	811.982	925.563	429.837	915.047	964.451		922.126						
P25788	P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	645.508	246.839	303.923	206.207	5981.13	517.004	442.453	472.85	630.776	369.102		447.855						
P25789	P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	1143.27	1265.58		1405.88	25378.1	1024.57	1454.51	1109.82	654.999	921.511	1071.94	1675.09						
P26006	P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3		623.457	847.93	1017.09		579.402	419.689	1047.54	662.987	838.471	1038.67	426.081						
P26038	P26038	MOES_HUMAN	MSN	Moesin	1034.88	1384.72	1512.79	1383.34	1052.23	1654.18	5828.89	872.6	1098.26	1468.12	1210.69	3885.91						
P26196	P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6		1487.04	1289.2		1264.69	934.964	1042.32	1041.16				984.896						
P26358	P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1												333.016						
P26373	P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	2939.14	2823.41	2468.55	2523.42	1885.31	4952.33	4258.72	3610.59	3694.84	3345.42	2100.79	4370.74						
P26447	P26447	S10A4_HUMAN	S100A4	Protein S100-A4	3446.18	4160.81	4577.32	4921.72	3344.89	3933.79	13110.3	2394.32	3614.01	4606.43	3180.39	14567.7						
P26583	P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	104.529	193.732				787.219	982.819	328.633				688.071						
P26599	P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	5157.53	6514.4	2858.78	4218.97	2130.38	4422.19	4534.09	4856.85	3156.89	4128.82	3268.31	4090.59						
P26639	P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	697.416	708.993	308.489	588.3	2186.75	418.991	1009.05	149.672	417.905		227.242	879.16						
P26640	P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	250.986		925.339		467.124	475.642	682.006	512.345	322.622	138.803		423.727						
P26641	P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	1446.5	850.2	1780.38	588.222	280.225	2178.03	2443.95	1586.12	625.154	857.268	238.104	1863.24						
P26885	P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	1639.51	768.13	1919.74		1109.82	1182.29	626.999	1584.46	785.698	1307.41	1821.82	1445.28						
P27105	P27105	STOM_HUMAN	STOM	Stomatin	1805	1128.97	2417.23	1529.39	883.126	757.94	1338.14	1440.42	1220.74	1593.12	1558.46	739.903						
P27216	P27216	ANX13_HUMAN	ANXA13	Annexin A13		423.973					63.9631	398.009										
P27348	P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	219.371	458.304	610.7		275.238	1353.81	1473.05	470.019	91.5189	511.324	472.122	1437.53						
P27482	P27482	CALL3_HUMAN	CALML3	Calmodulin-like protein 3					2405.15			579.542		454.661								
P27635	Q96L21;P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	2798.54	590.857	1386.6		465.365	1006.07	2380.57	1208.6	1062.07	831.962		2028.7						
P27694	P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	533.503		273.905			891.003	581.094	806.461				608.371						
P27695	P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease		1219.41	96.3347			2202.7	1298.62	564.163		80.856	533.691	1264.94						
P27707	P27707	DCK_HUMAN	DCK	Deoxycytidine kinase												353.889						
P27708	P27708	PYR1_HUMAN	CAD	CAD protein			802.622			608.145	475.264	294.732	259.803			518.254						
P27797	P27797	CALR_HUMAN	CALR	Calreticulin	5825.81	5193.81	4015.67	2302.05	2560.18	4082.38	2610.72	5317.67	6855.87	4074.09	4969.87	3207.25						
P27816	P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	659.709	380.231		1094.79		469.464	683.895	594.723	756.036	720.806	832.622	655.491						
P27824	P27824	CALX_HUMAN	CANX	Calnexin	3112.57	3707.96	2978.82	2868.67	2497.57	2356.47	1950.69	3192.54	2852.3	2447.25	2834.99	1668.82						
P28062	P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8					1862.71							131.068						
P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	1175.49	618.827	336.371	443.826	6217.85	887.719	890.289	358.767	548.342	1161.83		1294.82						
P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4			387.231	330.199	3712.12		441.956	554.743	630.508	485.702		450.071						
P28072	P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	1371.9	935.228	992.455		22854.8	1143.69	2019.91	744.156	569.174	961.593	1036.67	1385.73						
P28074	P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	575.079	798.911			9658.21	1098.17	1099.98	595.902	565.755		474.165	927.425						
P28288	P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3		339.845	448.927		352.579	216.341	132.478	422.477			717.876	76.9891						
P28331	P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	677.986		842.321	1247.68	278.039	949.703	688.922	948.273	560.354	1032.94	800.864	631.324						
P28340	P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit							157.572	326.536				326.41						
P28370	P28370	SMCA1_HUMAN	SMARCA1	Probable global transcription activator SNF2L1								446.702				551.68						
P28482	P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1						460.706	271.098					304.154						
P28838	P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	508.559		943.842	657.373	327.186	613.105	435.226	398.955		569.629	793.325	316.741						
P29144	P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2			297.205		412.409		365.082	392.167	169.586			316.962						
P29218	P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1			607.977		2023.06	261.755	540.322			458.775		377.523						
P29317	P29317	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2		554.844			215.124	350.445	154.527		211.51	259.403	931.788							
P29401	P29401	TKT_HUMAN	TKT	Transketolase	2125.67	2223.92	2628.58	725.163	5828.48	1667.5	1122.58	1001.18	731.527	830.212	882.988	823.489						
P29508	P29508;P48594	SPB3_HUMAN	SERPINB3	Serpin B3		465.066	1343.87	892.131	2299.56	903.059	247.429	741.435	727.579	921.943	1579.99	278.276						
P29692	P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	1601.74	1004.28	967.812	707.483	623.966	2185.73	2263.6	1596.73	819.331	519.675	758.378	2672						
P29966	P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	1396.24	1727.21	700.13	737.153	762.28	1034.34	1212.82	1104.76	1653.26	906.901	835.619	677.687						
P29992	P50148;O95837;P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	611.184		630.799		135.608	781.489	418.293	440.777	238.986	442.652		289.404						
P30038	P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial			445.047	412.316			392.36		784.289		255.252							
P30040	P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	5363.9	3274.6	1916.34	1250.95	3045.76	3220.38	2402.67	2655.37	4951.68	3088.23	3775.59	2925.59						
P30041	P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	1984.89	1287.66	1592.47	2055.07	2730.09	4306.63	6320.62	1159.04	1634.03	1813.82	1080.55	7813.48						
P30043	P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	902.243	748.986	1770.76			969.709	1853.29	174.136		177.139	633.585	3010.54						
P30044	P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	4425.61	3893.54	4543.79	6003.48	3337.32	5256.87	4463.21	3879.35	4804.09	5124.47	4669.1	4318.52						
P30048	P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	3466.47	2670.88	6852.12	3521.03	3459.66	3518.14	2021.41	4466.47	4095.41	2716.25	6218.42	3087.49						
P30049	P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	2075.69	1367.85	2434.05	1661.53	943.603	1236.42	672.157	1573.02	1207.71	1878.08	1645.08	930.924						
P30050	P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12	2866.81	4265	1880.92	1211.51	1405.51	3779.57	4061.73	3334.58	2975.79	2730.85	2122.42	4825.31						
P30084	P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	1606.25	1241.68	1193.69	2112.11	1101.82	1114.62	736.899	1033.26	1484.11	2051.12	671.675	1045.33						
P30085	P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	499.659	934.699	1260.42		519.419		1514.68	635.072	435.976	548.711		1892.05						
P30086	P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	787.212	1168.2	2240.41	1582.14	3613.74	1437.79	1766.97	645.254	1082.73	1946.33	1242.82	1120.21						
P30101	P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	5810.14	5716.52	3268.05	3272.91	4188.34	5791.13	3743.32	8745.73	7480.5	4857.23	7772.08	3989.47						
P30153	P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	968.671	1337.97	1499.63	334.349		1226.18	1658.25	718.936	339.77	978.931		1988.8						
P30260	P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog					840.783							143.239						
P30405	P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	427.887		267.527	480.564			199.529	275.28		2423.17		271.015						
P30419	P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	604.425					351.961	758.38	510.866				790.357						
P30520	P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2			595.638			455.992	344.053					445.598						
P30566	P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase						66.4745	137.876					244.065						
P30626	P30626	SORCN_HUMAN	SRI	Sorcin		428.427			2521.33	716.844	275.705			519.905		713.371						
P30740	O75830;P50453;P50452;P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor			737.089		309.735	122.102	158.734	527.773		220.573		199.837						
P30837	P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	772.275	880.627	967.703	670.745	525.2	686.102	488.757	849.628	1144.94	1429.73	1079.49	486.679						
P30838	P30838	AL3A1_HUMAN	ALDH3A1	Aldehyde dehydrogenase, dimeric NADP-preferring	3916.76	3970.59	4314.4	3837.58	2042.97	2971.5	13166	2812.86	2458.62	4258.7	3217.37	9987.69						
